PartNumber	PartName	Nominal_size(ref)	Nominal_size(in)	t.p.i.	Pitch(in)	Threading(in)	FullyThreaded	multiplier/increment	Length(ref)	L_length(in)	E_body_dia_max(in)	E_body_dia_min(in)	F_width_across_flats_basic(in)	F_width_across_flats_max(in)	F_width_across_flats_min(in)	G_width_across_corners_max(in)	G_width_across_corners_min(in)	H_head_height_basic(in)	H_head_height_max(in)	H_head_height_min(in)	J_wrenching_height(in)	Y_transition_thread_length(in)	Material	Reference	Edition
ASME B18.2.1 SCREW 1_3/8 x 3.75 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_3/8_x_3.75_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_3/8	1.375	6	0.1667	3.3333	Y	2.5	3  3/4 	3.75	1.375	1.345	2.188	2.188	2.119	2.526	2.416	0.844	0.878	0.81	0.569	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/8 x 4 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_3/8_x_4_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_3/8	1.375	6	0.1667	3.5833	Y	2.5	4      	4.0	1.375	1.345	2.188	2.188	2.119	2.526	2.416	0.844	0.878	0.81	0.569	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/8 x 4.25 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_3/8_x_4.25_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_3/8	1.375	6	0.1667	3.8333	Y	2.5	4  1/4 	4.25	1.375	1.345	2.188	2.188	2.119	2.526	2.416	0.844	0.878	0.81	0.569	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/8 x 4.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_3/8_x_4.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_3/8	1.375	6	0.1667	3.0	N	0.25	4  1/2 	4.5	1.375	1.345	2.188	2.188	2.119	2.526	2.416	0.844	0.878	0.81	0.569	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/8 x 4.75 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_3/8_x_4.75_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_3/8	1.375	6	0.1667	3.0	N	0.25	4  3/4 	4.75	1.375	1.345	2.188	2.188	2.119	2.526	2.416	0.844	0.878	0.81	0.569	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/8 x 5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_3/8_x_5_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_3/8	1.375	6	0.1667	3.0	N	0.25	5      	5.0	1.375	1.345	2.188	2.188	2.119	2.526	2.416	0.844	0.878	0.81	0.569	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/8 x 5.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_3/8_x_5.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_3/8	1.375	6	0.1667	3.0	N	0.25	5  1/2 	5.5	1.375	1.345	2.188	2.188	2.119	2.526	2.416	0.844	0.878	0.81	0.569	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/8 x 6 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_3/8_x_6_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_3/8	1.375	6	0.1667	3.0	N	0.25	6      	6.0	1.375	1.345	2.188	2.188	2.119	2.526	2.416	0.844	0.878	0.81	0.569	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/8 x 6.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_3/8_x_6.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_3/8	1.375	6	0.1667	3.25	N	0.5	6  1/2 	6.5	1.375	1.345	2.188	2.188	2.119	2.526	2.416	0.844	0.878	0.81	0.569	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/8 x 7 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_3/8_x_7_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_3/8	1.375	6	0.1667	3.25	N	0.5	7      	7.0	1.375	1.345	2.188	2.188	2.119	2.526	2.416	0.844	0.878	0.81	0.569	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/8 x 7.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_3/8_x_7.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_3/8	1.375	6	0.1667	3.25	N	0.5	7  1/2 	7.5	1.375	1.345	2.188	2.188	2.119	2.526	2.416	0.844	0.878	0.81	0.569	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/8 x 8 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_3/8_x_8_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_3/8	1.375	6	0.1667	3.25	N	0.5	8      	8.0	1.375	1.345	2.188	2.188	2.119	2.526	2.416	0.844	0.878	0.81	0.569	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 1.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_1/2_x_1.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_1/2	1.5	6	0.1667	1.25	Y	1.5	1  1/2 	1.5	1.5	1.47	2.375	2.375	2.3	2.742	2.622	0.938	0.974	0.902	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 1.75 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_1/2_x_1.75_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_1/2	1.5	6	0.1667	1.5	Y	1.5	1  3/4 	1.75	1.5	1.47	2.375	2.375	2.3	2.742	2.622	0.938	0.974	0.902	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 2 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_1/2_x_2_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_1/2	1.5	6	0.1667	1.75	Y	1.5	2      	2.0	1.5	1.47	2.375	2.375	2.3	2.742	2.622	0.938	0.974	0.902	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 2.25 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_1/2_x_2.25_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_1/2	1.5	6	0.1667	2.0	Y	1.5	2  1/4 	2.25	1.5	1.47	2.375	2.375	2.3	2.742	2.622	0.938	0.974	0.902	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 2.75 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_1/2_x_2.75_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_1/2	1.5	6	0.1667	2.5	Y	1.5	2  3/4 	2.75	1.5	1.47	2.375	2.375	2.3	2.742	2.622	0.938	0.974	0.902	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 3 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_1/2_x_3_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_1/2	1.5	6	0.1667	2.75	Y	1.5	3      	3.0	1.5	1.47	2.375	2.375	2.3	2.742	2.622	0.938	0.974	0.902	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 3.25 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_1/2_x_3.25_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_1/2	1.5	6	0.1667	2.8333	Y	2.5	3  1/4 	3.25	1.5	1.47	2.375	2.375	2.3	2.742	2.622	0.938	0.974	0.902	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 3.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_1/2_x_3.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_1/2	1.5	6	0.1667	3.0833	Y	2.5	3  1/2 	3.5	1.5	1.47	2.375	2.375	2.3	2.742	2.622	0.938	0.974	0.902	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 3.75 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_1/2_x_3.75_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_1/2	1.5	6	0.1667	3.3333	Y	2.5	3  3/4 	3.75	1.5	1.47	2.375	2.375	2.3	2.742	2.622	0.938	0.974	0.902	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 4 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_1/2_x_4_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_1/2	1.5	6	0.1667	3.5833	Y	2.5	4      	4.0	1.5	1.47	2.375	2.375	2.3	2.742	2.622	0.938	0.974	0.902	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 4.25 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_1/2_x_4.25_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_1/2	1.5	6	0.1667	3.8333	Y	2.5	4  1/4 	4.25	1.5	1.47	2.375	2.375	2.3	2.742	2.622	0.938	0.974	0.902	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 4.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_1/2_x_4.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_1/2	1.5	6	0.1667	4.0833	Y	2.5	4  1/2 	4.5	1.5	1.47	2.375	2.375	2.3	2.742	2.622	0.938	0.974	0.902	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 4.75 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_1/2_x_4.75_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_1/2	1.5	6	0.1667	3.25	N	0.25	4  3/4 	4.75	1.5	1.47	2.375	2.375	2.3	2.742	2.622	0.938	0.974	0.902	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_1/2_x_5_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_1/2	1.5	6	0.1667	3.25	N	0.25	5      	5.0	1.5	1.47	2.375	2.375	2.3	2.742	2.622	0.938	0.974	0.902	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 5.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_1/2_x_5.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_1/2	1.5	6	0.1667	3.25	N	0.25	5  1/2 	5.5	1.5	1.47	2.375	2.375	2.3	2.742	2.622	0.938	0.974	0.902	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 6 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_1/2_x_6_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_1/2	1.5	6	0.1667	3.25	N	0.25	6      	6.0	1.5	1.47	2.375	2.375	2.3	2.742	2.622	0.938	0.974	0.902	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 6.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_1/2_x_6.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_1/2	1.5	6	0.1667	3.5	N	0.5	6  1/2 	6.5	1.5	1.47	2.375	2.375	2.3	2.742	2.622	0.938	0.974	0.902	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 7 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_1/2_x_7_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_1/2	1.5	6	0.1667	3.5	N	0.5	7      	7.0	1.5	1.47	2.375	2.375	2.3	2.742	2.622	0.938	0.974	0.902	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 7.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_1/2_x_7.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_1/2	1.5	6	0.1667	3.5	N	0.5	7  1/2 	7.5	1.5	1.47	2.375	2.375	2.3	2.742	2.622	0.938	0.974	0.902	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 8 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_1/2_x_8_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_1/2	1.5	6	0.1667	3.5	N	0.5	8      	8.0	1.5	1.47	2.375	2.375	2.3	2.742	2.622	0.938	0.974	0.902	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/4 x 1.75 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_3/4_x_1.75_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_3/4	1.75	5	0.2	1.45	Y	1.5	1  3/4 	1.75	1.75	1.716	2.75	2.75	2.662	3.175	3.035	1.094	1.134	1.054	0.748	1.0	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/4 x 2 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_3/4_x_2_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_3/4	1.75	5	0.2	1.7	Y	1.5	2      	2.0	1.75	1.716	2.75	2.75	2.662	3.175	3.035	1.094	1.134	1.054	0.748	1.0	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/4 x 2.25 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_3/4_x_2.25_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_3/4	1.75	5	0.2	1.95	Y	1.5	2  1/4 	2.25	1.75	1.716	2.75	2.75	2.662	3.175	3.035	1.094	1.134	1.054	0.748	1.0	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/4 x 2.75 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_3/4_x_2.75_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_3/4	1.75	5	0.2	2.45	Y	1.5	2  3/4 	2.75	1.75	1.716	2.75	2.75	2.662	3.175	3.035	1.094	1.134	1.054	0.748	1.0	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/4 x 3 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_3/4_x_3_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_3/4	1.75	5	0.2	2.7	Y	1.5	3      	3.0	1.75	1.716	2.75	2.75	2.662	3.175	3.035	1.094	1.134	1.054	0.748	1.0	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/4 x 3.25 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_3/4_x_3.25_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_3/4	1.75	5	0.2	2.95	Y	1.5	3  1/4 	3.25	1.75	1.716	2.75	2.75	2.662	3.175	3.035	1.094	1.134	1.054	0.748	1.0	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/4 x 3.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_3/4_x_3.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_3/4	1.75	5	0.2	3.2	Y	1.5	3  1/2 	3.5	1.75	1.716	2.75	2.75	2.662	3.175	3.035	1.094	1.134	1.054	0.748	1.0	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/4 x 3.75 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_3/4_x_3.75_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_3/4	1.75	5	0.2	3.25	Y	2.5	3  3/4 	3.75	1.75	1.716	2.75	2.75	2.662	3.175	3.035	1.094	1.134	1.054	0.748	1.0	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/4 x 4 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_3/4_x_4_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_3/4	1.75	5	0.2	3.5	Y	2.5	4      	4.0	1.75	1.716	2.75	2.75	2.662	3.175	3.035	1.094	1.134	1.054	0.748	1.0	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/4 x 4.25 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_3/4_x_4.25_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_3/4	1.75	5	0.2	3.75	Y	2.5	4  1/4 	4.25	1.75	1.716	2.75	2.75	2.662	3.175	3.035	1.094	1.134	1.054	0.748	1.0	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/4 x 4.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_3/4_x_4.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_3/4	1.75	5	0.2	4.0	Y	2.5	4  1/2 	4.5	1.75	1.716	2.75	2.75	2.662	3.175	3.035	1.094	1.134	1.054	0.748	1.0	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/4 x 4.75 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_3/4_x_4.75_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_3/4	1.75	5	0.2	4.25	Y	2.5	4  3/4 	4.75	1.75	1.716	2.75	2.75	2.662	3.175	3.035	1.094	1.134	1.054	0.748	1.0	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/4 x 5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_3/4_x_5_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_3/4	1.75	5	0.2	4.5	Y	2.5	5      	5.0	1.75	1.716	2.75	2.75	2.662	3.175	3.035	1.094	1.134	1.054	0.748	1.0	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/4 x 5.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_3/4_x_5.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_3/4	1.75	5	0.2	3.75	N	0.25	5  1/2 	5.5	1.75	1.716	2.75	2.75	2.662	3.175	3.035	1.094	1.134	1.054	0.748	1.0	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/4 x 6 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_3/4_x_6_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_3/4	1.75	5	0.2	3.75	N	0.25	6      	6.0	1.75	1.716	2.75	2.75	2.662	3.175	3.035	1.094	1.134	1.054	0.748	1.0	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/4 x 6.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_3/4_x_6.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_3/4	1.75	5	0.2	4.0	N	0.5	6  1/2 	6.5	1.75	1.716	2.75	2.75	2.662	3.175	3.035	1.094	1.134	1.054	0.748	1.0	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/4 x 7 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_3/4_x_7_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_3/4	1.75	5	0.2	4.0	N	0.5	7      	7.0	1.75	1.716	2.75	2.75	2.662	3.175	3.035	1.094	1.134	1.054	0.748	1.0	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/4 x 7.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_3/4_x_7.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_3/4	1.75	5	0.2	4.0	N	0.5	7  1/2 	7.5	1.75	1.716	2.75	2.75	2.662	3.175	3.035	1.094	1.134	1.054	0.748	1.0	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/4 x 8 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_1_3/4_x_8_UNC_STEEL_HEAVY_HEXAGON_SCREW	1_3/4	1.75	5	0.2	4.0	N	0.5	8      	8.0	1.75	1.716	2.75	2.75	2.662	3.175	3.035	1.094	1.134	1.054	0.748	1.0	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 2 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_x_2_UNC_STEEL_HEAVY_HEXAGON_SCREW	2.0	2.0	4 1/2	0.2222	1.6667	Y	1.5	2      	2.0	2.0	1.964	3.125	3.125	3.025	3.608	3.449	1.219	1.263	1.175	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 2.25 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_x_2.25_UNC_STEEL_HEAVY_HEXAGON_SCREW	2.0	2.0	4 1/2	0.2222	1.9167	Y	1.5	2  1/4 	2.25	2.0	1.964	3.125	3.125	3.025	3.608	3.449	1.219	1.263	1.175	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 2.75 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_x_2.75_UNC_STEEL_HEAVY_HEXAGON_SCREW	2.0	2.0	4 1/2	0.2222	2.4167	Y	1.5	2  3/4 	2.75	2.0	1.964	3.125	3.125	3.025	3.608	3.449	1.219	1.263	1.175	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 3 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_x_3_UNC_STEEL_HEAVY_HEXAGON_SCREW	2.0	2.0	4 1/2	0.2222	2.6667	Y	1.5	3      	3.0	2.0	1.964	3.125	3.125	3.025	3.608	3.449	1.219	1.263	1.175	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 3.25 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_x_3.25_UNC_STEEL_HEAVY_HEXAGON_SCREW	2.0	2.0	4 1/2	0.2222	2.9167	Y	1.5	3  1/4 	3.25	2.0	1.964	3.125	3.125	3.025	3.608	3.449	1.219	1.263	1.175	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 3.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_x_3.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	2.0	2.0	4 1/2	0.2222	3.1667	Y	1.5	3  1/2 	3.5	2.0	1.964	3.125	3.125	3.025	3.608	3.449	1.219	1.263	1.175	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 3.75 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_x_3.75_UNC_STEEL_HEAVY_HEXAGON_SCREW	2.0	2.0	4 1/2	0.2222	3.4167	Y	1.5	3  3/4 	3.75	2.0	1.964	3.125	3.125	3.025	3.608	3.449	1.219	1.263	1.175	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 4 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_x_4_UNC_STEEL_HEAVY_HEXAGON_SCREW	2.0	2.0	4 1/2	0.2222	3.6667	Y	1.5	4      	4.0	2.0	1.964	3.125	3.125	3.025	3.608	3.449	1.219	1.263	1.175	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 4.25 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_x_4.25_UNC_STEEL_HEAVY_HEXAGON_SCREW	2.0	2.0	4 1/2	0.2222	3.6944	Y	2.5	4  1/4 	4.25	2.0	1.964	3.125	3.125	3.025	3.608	3.449	1.219	1.263	1.175	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 4.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_x_4.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	2.0	2.0	4 1/2	0.2222	3.9444	Y	2.5	4  1/2 	4.5	2.0	1.964	3.125	3.125	3.025	3.608	3.449	1.219	1.263	1.175	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 4.75 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_x_4.75_UNC_STEEL_HEAVY_HEXAGON_SCREW	2.0	2.0	4 1/2	0.2222	4.1944	Y	2.5	4  3/4 	4.75	2.0	1.964	3.125	3.125	3.025	3.608	3.449	1.219	1.263	1.175	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_x_5_UNC_STEEL_HEAVY_HEXAGON_SCREW	2.0	2.0	4 1/2	0.2222	4.4444	Y	2.5	5      	5.0	2.0	1.964	3.125	3.125	3.025	3.608	3.449	1.219	1.263	1.175	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 5.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_x_5.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	2.0	2.0	4 1/2	0.2222	4.9444	Y	2.5	5  1/2 	5.5	2.0	1.964	3.125	3.125	3.025	3.608	3.449	1.219	1.263	1.175	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 6 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_x_6_UNC_STEEL_HEAVY_HEXAGON_SCREW	2.0	2.0	4 1/2	0.2222	4.25	N	0.25	6      	6.0	2.0	1.964	3.125	3.125	3.025	3.608	3.449	1.219	1.263	1.175	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 6.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_x_6.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	2.0	2.0	4 1/2	0.2222	4.5	N	0.5	6  1/2 	6.5	2.0	1.964	3.125	3.125	3.025	3.608	3.449	1.219	1.263	1.175	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 7 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_x_7_UNC_STEEL_HEAVY_HEXAGON_SCREW	2.0	2.0	4 1/2	0.2222	4.5	N	0.5	7      	7.0	2.0	1.964	3.125	3.125	3.025	3.608	3.449	1.219	1.263	1.175	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 7.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_x_7.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	2.0	2.0	4 1/2	0.2222	4.5	N	0.5	7  1/2 	7.5	2.0	1.964	3.125	3.125	3.025	3.608	3.449	1.219	1.263	1.175	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 8 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_x_8_UNC_STEEL_HEAVY_HEXAGON_SCREW	2.0	2.0	4 1/2	0.2222	4.5	N	0.5	8      	8.0	2.0	1.964	3.125	3.125	3.025	3.608	3.449	1.219	1.263	1.175	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 8.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_x_8.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	2.0	2.0	4 1/2	0.2222	4.5	N	0.5	8  1/2 	8.5	2.0	1.964	3.125	3.125	3.025	3.608	3.449	1.219	1.263	1.175	0.825	1.111	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 2 x 9 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_2_x_9_UNC_STEEL_HEAVY_HEXAGON_SCREW	2.0	2.0	4 1/2	0.2222	4.5	N	0.5	9      	9.0	2.0	1.964	3.125	3.125	3.025	3.608	3.449	1.219	1.263	1.175	0.825	1.111	St	ASME B18.2.1	1996
