PartNumber	PartName	Nominal_size(ref)	Nominal_size(in)	t.p.i.	Pitch(in)	Threading(in)	Length(ref)	L_length(in)	chamfer(in)	J_hex_socket_size(in)	T_min_key_engagement_hex_socket(in)	P_half_dog_point_dia(in)	Q_half_dog_point_length(in)	Material	Reference	Edition
ASME B18.3  SCREW 1_3/8 x 5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_3/8_x_5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_3/8	1.375	6	0.1667	4.9417	5      	5.0	0.0583	0.625	0.625	1.031	0.354	St	ASME B18.3	1998
ASME B18.3  SCREW 1_3/8 x 5.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_3/8_x_5.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_3/8	1.375	6	0.1667	5.4417	5  1/2 	5.5	0.0583	0.625	0.625	1.031	0.354	St	ASME B18.3	1998
ASME B18.3  SCREW 1_3/8 x 6 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_3/8_x_6_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_3/8	1.375	6	0.1667	5.9417	6      	6.0	0.0583	0.625	0.625	1.031	0.354	St	ASME B18.3	1998
ASME B18.3  SCREW 1_3/8 x 7 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_3/8_x_7_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_3/8	1.375	6	0.1667	6.9417	7      	7.0	0.0583	0.625	0.625	1.031	0.354	St	ASME B18.3	1998
ASME B18.3  SCREW 1_3/8 x 8 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_3/8_x_8_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_3/8	1.375	6	0.1667	7.9417	8      	8.0	0.0583	0.625	0.625	1.031	0.354	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/2 x 1 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/2_x_1_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/2	1.5	6	0.1667	0.9417	1      	1.0	0.0583	0.75	0.75	1.125	0.385	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/2 x 1.25 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/2_x_1.25_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/2	1.5	6	0.1667	1.1917	1  1/4 	1.25	0.0583	0.75	0.75	1.125	0.385	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/2 x 1.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/2_x_1.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/2	1.5	6	0.1667	1.4417	1  1/2 	1.5	0.0583	0.75	0.75	1.125	0.385	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/2 x 1.75 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/2_x_1.75_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/2	1.5	6	0.1667	1.6917	1  3/4 	1.75	0.0583	0.75	0.75	1.125	0.385	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/2 x 2 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/2_x_2_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/2	1.5	6	0.1667	1.9417	2      	2.0	0.0583	0.75	0.75	1.125	0.385	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/2 x 2.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/2_x_2.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/2	1.5	6	0.1667	2.4417	2  1/2 	2.5	0.0583	0.75	0.75	1.125	0.385	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/2 x 3 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/2_x_3_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/2	1.5	6	0.1667	2.9417	3      	3.0	0.0583	0.75	0.75	1.125	0.385	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/2 x 3.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/2_x_3.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/2	1.5	6	0.1667	3.4417	3  1/2 	3.5	0.0583	0.75	0.75	1.125	0.385	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/2 x 4 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/2_x_4_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/2	1.5	6	0.1667	3.9417	4      	4.0	0.0583	0.75	0.75	1.125	0.385	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/2 x 4.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/2_x_4.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/2	1.5	6	0.1667	4.4417	4  1/2 	4.5	0.0583	0.75	0.75	1.125	0.385	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/2 x 5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/2_x_5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/2	1.5	6	0.1667	4.9417	5      	5.0	0.0583	0.75	0.75	1.125	0.385	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/2 x 5.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/2_x_5.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/2	1.5	6	0.1667	5.4417	5  1/2 	5.5	0.0583	0.75	0.75	1.125	0.385	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/2 x 6 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/2_x_6_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/2	1.5	6	0.1667	5.9417	6      	6.0	0.0583	0.75	0.75	1.125	0.385	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/2 x 7 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/2_x_7_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/2	1.5	6	0.1667	6.9417	7      	7.0	0.0583	0.75	0.75	1.125	0.385	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/2 x 8 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/2_x_8_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/2	1.5	6	0.1667	7.9417	8      	8.0	0.0583	0.75	0.75	1.125	0.385	St	ASME B18.3	1998
ASME B18.3  SCREW 1_3/4 x 1.25 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_3/4_x_1.25_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_3/4	1.75	5	0.2	1.18	1  1/4 	1.25	0.07	1.0	1.0	1.312	0.448	St	ASME B18.3	1998
ASME B18.3  SCREW 1_3/4 x 1.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_3/4_x_1.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_3/4	1.75	5	0.2	1.43	1  1/2 	1.5	0.07	1.0	1.0	1.312	0.448	St	ASME B18.3	1998
ASME B18.3  SCREW 1_3/4 x 1.75 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_3/4_x_1.75_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_3/4	1.75	5	0.2	1.68	1  3/4 	1.75	0.07	1.0	1.0	1.312	0.448	St	ASME B18.3	1998
ASME B18.3  SCREW 1_3/4 x 2 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_3/4_x_2_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_3/4	1.75	5	0.2	1.93	2      	2.0	0.07	1.0	1.0	1.312	0.448	St	ASME B18.3	1998
ASME B18.3  SCREW 1_3/4 x 2.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_3/4_x_2.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_3/4	1.75	5	0.2	2.43	2  1/2 	2.5	0.07	1.0	1.0	1.312	0.448	St	ASME B18.3	1998
ASME B18.3  SCREW 1_3/4 x 3 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_3/4_x_3_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_3/4	1.75	5	0.2	2.93	3      	3.0	0.07	1.0	1.0	1.312	0.448	St	ASME B18.3	1998
ASME B18.3  SCREW 1_3/4 x 3.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_3/4_x_3.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_3/4	1.75	5	0.2	3.43	3  1/2 	3.5	0.07	1.0	1.0	1.312	0.448	St	ASME B18.3	1998
ASME B18.3  SCREW 1_3/4 x 4 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_3/4_x_4_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_3/4	1.75	5	0.2	3.93	4      	4.0	0.07	1.0	1.0	1.312	0.448	St	ASME B18.3	1998
ASME B18.3  SCREW 1_3/4 x 4.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_3/4_x_4.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_3/4	1.75	5	0.2	4.43	4  1/2 	4.5	0.07	1.0	1.0	1.312	0.448	St	ASME B18.3	1998
ASME B18.3  SCREW 1_3/4 x 5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_3/4_x_5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_3/4	1.75	5	0.2	4.93	5      	5.0	0.07	1.0	1.0	1.312	0.448	St	ASME B18.3	1998
ASME B18.3  SCREW 1_3/4 x 5.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_3/4_x_5.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_3/4	1.75	5	0.2	5.43	5  1/2 	5.5	0.07	1.0	1.0	1.312	0.448	St	ASME B18.3	1998
ASME B18.3  SCREW 1_3/4 x 6 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_3/4_x_6_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_3/4	1.75	5	0.2	5.93	6      	6.0	0.07	1.0	1.0	1.312	0.448	St	ASME B18.3	1998
ASME B18.3  SCREW 1_3/4 x 7 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_3/4_x_7_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_3/4	1.75	5	0.2	6.93	7      	7.0	0.07	1.0	1.0	1.312	0.448	St	ASME B18.3	1998
ASME B18.3  SCREW 1_3/4 x 8 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_3/4_x_8_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_3/4	1.75	5	0.2	7.93	8      	8.0	0.07	1.0	1.0	1.312	0.448	St	ASME B18.3	1998
ASME B18.3  SCREW 2 x 1.25 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_2_x_1.25_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	2	2.0	4 1/2	0.2222	1.1722	1  1/4 	1.25	0.0778	1.0	1.0	1.5	0.51	St	ASME B18.3	1998
ASME B18.3  SCREW 2 x 1.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_2_x_1.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	2	2.0	4 1/2	0.2222	1.4222	1  1/2 	1.5	0.0778	1.0	1.0	1.5	0.51	St	ASME B18.3	1998
ASME B18.3  SCREW 2 x 1.75 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_2_x_1.75_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	2	2.0	4 1/2	0.2222	1.6722	1  3/4 	1.75	0.0778	1.0	1.0	1.5	0.51	St	ASME B18.3	1998
ASME B18.3  SCREW 2 x 2 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_2_x_2_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	2	2.0	4 1/2	0.2222	1.9222	2      	2.0	0.0778	1.0	1.0	1.5	0.51	St	ASME B18.3	1998
ASME B18.3  SCREW 2 x 2.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_2_x_2.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	2	2.0	4 1/2	0.2222	2.4222	2  1/2 	2.5	0.0778	1.0	1.0	1.5	0.51	St	ASME B18.3	1998
ASME B18.3  SCREW 2 x 3 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_2_x_3_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	2	2.0	4 1/2	0.2222	2.9222	3      	3.0	0.0778	1.0	1.0	1.5	0.51	St	ASME B18.3	1998
ASME B18.3  SCREW 2 x 3.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_2_x_3.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	2	2.0	4 1/2	0.2222	3.4222	3  1/2 	3.5	0.0778	1.0	1.0	1.5	0.51	St	ASME B18.3	1998
ASME B18.3  SCREW 2 x 4 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_2_x_4_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	2	2.0	4 1/2	0.2222	3.9222	4      	4.0	0.0778	1.0	1.0	1.5	0.51	St	ASME B18.3	1998
ASME B18.3  SCREW 2 x 4.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_2_x_4.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	2	2.0	4 1/2	0.2222	4.4222	4  1/2 	4.5	0.0778	1.0	1.0	1.5	0.51	St	ASME B18.3	1998
ASME B18.3  SCREW 2 x 5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_2_x_5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	2	2.0	4 1/2	0.2222	4.9222	5      	5.0	0.0778	1.0	1.0	1.5	0.51	St	ASME B18.3	1998
ASME B18.3  SCREW 2 x 5.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_2_x_5.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	2	2.0	4 1/2	0.2222	5.4222	5  1/2 	5.5	0.0778	1.0	1.0	1.5	0.51	St	ASME B18.3	1998
ASME B18.3  SCREW 2 x 6 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_2_x_6_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	2	2.0	4 1/2	0.2222	5.9222	6      	6.0	0.0778	1.0	1.0	1.5	0.51	St	ASME B18.3	1998
ASME B18.3  SCREW 2 x 7 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_2_x_7_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	2	2.0	4 1/2	0.2222	6.9222	7      	7.0	0.0778	1.0	1.0	1.5	0.51	St	ASME B18.3	1998
ASME B18.3  SCREW 2 x 8 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_2_x_8_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	2	2.0	4 1/2	0.2222	7.9222	8      	8.0	0.0778	1.0	1.0	1.5	0.51	St	ASME B18.3	1998
