PartNumber	PartName	Nominal_size(ref)	Nominal_size(in)	t.p.i.	Pitch(in)	Threading(in)	threshold	FullyThreaded	MinimumThread	Length(ref)	Length(in)	A_dia_max_dia(in)	A_dia_min_dia(in)	H_dia_max(in)	H_dia_min(in)	R_head_radius(in)	M_recess_dia_max(in)	M_recess_dia_min(in)	T_recess_depth_max(in)	T_recess_depth_min(in)	N_recess_width(in)	Material	Reference	Edition
ASME B18.6.3 SCREW 3/4 x 2_1/2 UNC STEEL TYPE 1A CROSS RECESSED PAN HEAD	ASME_B18_6_3_3/4_x_2_1/2_UNC_STEEL_TYPE_1A_CROSS_RECESSED_PAN_HEAD_SCREW	3/4	0.75	10	0.1000	1.5	2.0	N	1.5	2_1/2	2.5	1.435	1.375	0.521	0.488	0.085	0.614	0.591	0.379	0.358	0.098	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 2_3/4 UNC STEEL TYPE 1A CROSS RECESSED PAN HEAD	ASME_B18_6_3_3/4_x_2_3/4_UNC_STEEL_TYPE_1A_CROSS_RECESSED_PAN_HEAD_SCREW	3/4	0.75	10	0.1000	1.5	2.0	N	1.5	2_3/4	2.75	1.435	1.375	0.521	0.488	0.085	0.614	0.591	0.379	0.358	0.098	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 3 UNC STEEL TYPE 1A CROSS RECESSED PAN HEAD	ASME_B18_6_3_3/4_x_3_UNC_STEEL_TYPE_1A_CROSS_RECESSED_PAN_HEAD_SCREW	3/4	0.75	10	0.1000	1.5	2.0	N	1.5	3	3.0	1.435	1.375	0.521	0.488	0.085	0.614	0.591	0.379	0.358	0.098	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 3_1/4 UNC STEEL TYPE 1A CROSS RECESSED PAN HEAD	ASME_B18_6_3_3/4_x_3_1/4_UNC_STEEL_TYPE_1A_CROSS_RECESSED_PAN_HEAD_SCREW	3/4	0.75	10	0.1000	1.5	2.0	N	1.5	3_1/4	3.25	1.435	1.375	0.521	0.488	0.085	0.614	0.591	0.379	0.358	0.098	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 3_1/2 UNC STEEL TYPE 1A CROSS RECESSED PAN HEAD	ASME_B18_6_3_3/4_x_3_1/2_UNC_STEEL_TYPE_1A_CROSS_RECESSED_PAN_HEAD_SCREW	3/4	0.75	10	0.1000	1.5	2.0	N	1.5	3_1/2	3.5	1.435	1.375	0.521	0.488	0.085	0.614	0.591	0.379	0.358	0.098	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 4 UNC STEEL TYPE 1A CROSS RECESSED PAN HEAD	ASME_B18_6_3_3/4_x_4_UNC_STEEL_TYPE_1A_CROSS_RECESSED_PAN_HEAD_SCREW	3/4	0.75	10	0.1000	1.5	2.0	N	1.5	4	4.0	1.435	1.375	0.521	0.488	0.085	0.614	0.591	0.379	0.358	0.098	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 4_1/2 UNC STEEL TYPE 1A CROSS RECESSED PAN HEAD	ASME_B18_6_3_3/4_x_4_1/2_UNC_STEEL_TYPE_1A_CROSS_RECESSED_PAN_HEAD_SCREW	3/4	0.75	10	0.1000	1.5	2.0	N	1.5	4_1/2	4.5	1.435	1.375	0.521	0.488	0.085	0.614	0.591	0.379	0.358	0.098	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 5 UNC STEEL TYPE 1A CROSS RECESSED PAN HEAD	ASME_B18_6_3_3/4_x_5_UNC_STEEL_TYPE_1A_CROSS_RECESSED_PAN_HEAD_SCREW	3/4	0.75	10	0.1000	1.5	2.0	N	1.5	5	5.0	1.435	1.375	0.521	0.488	0.085	0.614	0.591	0.379	0.358	0.098	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 5_1/2 UNC STEEL TYPE 1A CROSS RECESSED PAN HEAD	ASME_B18_6_3_3/4_x_5_1/2_UNC_STEEL_TYPE_1A_CROSS_RECESSED_PAN_HEAD_SCREW	3/4	0.75	10	0.1000	1.5	2.0	N	1.5	5_1/2	5.5	1.435	1.375	0.521	0.488	0.085	0.614	0.591	0.379	0.358	0.098	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 6 UNC STEEL TYPE 1A CROSS RECESSED PAN HEAD	ASME_B18_6_3_3/4_x_6_UNC_STEEL_TYPE_1A_CROSS_RECESSED_PAN_HEAD_SCREW	3/4	0.75	10	0.1000	1.5	2.0	N	1.5	6	6.0	1.435	1.375	0.521	0.488	0.085	0.614	0.591	0.379	0.358	0.098	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/4 x 6_1/2 UNC STEEL TYPE 1A CROSS RECESSED PAN HEAD	ASME_B18_6_3_3/4_x_6_1/2_UNC_STEEL_TYPE_1A_CROSS_RECESSED_PAN_HEAD_SCREW	3/4	0.75	10	0.1000	1.5	2.0	N	1.5	6_1/2	6.5	1.435	1.375	0.521	0.488	0.085	0.614	0.591	0.379	0.358	0.098	St	ASME B18.6.3	1998
