PartNumber	PartName	Nominal_size(ref)	Nominal_size(in)	t.p.i.	Pitch(in)	Threading(in)	Min_Thread(in)	Max_Unthread(in)	Length(ref)	L_length(in)	E_body_dia_max(in)	E_body_dia_min(in)	A_head_dia_max_edge_sharp(in)	A_head_dia_min_edge_rounded_or_flat(in)	H_head_height(in)	J_slot_width_max(in)	J_slot_width_min(in)	T_slot_depth_max(in)	T_slot_depth_min(in)	U_fillet_radius_max(in)	Material	Reference	Edition
ASME B18.6.2 SCREW 7/16 x 2.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/16_x_2.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/16	0.438	14	0.0714	1.125	1.125	0.389	2  3/4 	2.750	0.438	0.431	0.812	0.736	0.21	0.094	0.081	0.103	0.068	0.175	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/16 x 3 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/16_x_3_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/16	0.438	14	0.0714	1.125	1.125	0.389	3      	3.000	0.438	0.431	0.812	0.736	0.21	0.094	0.081	0.103	0.068	0.175	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/16 x 3.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/16_x_3.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/16	0.438	14	0.0714	1.125	1.125	0.389	3  1/4 	3.250	0.438	0.431	0.812	0.736	0.21	0.094	0.081	0.103	0.068	0.175	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/16 x 3.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/16_x_3.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/16	0.438	14	0.0714	1.125	1.125	0.389	3  1/2 	3.500	0.438	0.431	0.812	0.736	0.21	0.094	0.081	0.103	0.068	0.175	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/16 x 3.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/16_x_3.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/16	0.438	14	0.0714	1.125	1.125	0.389	3  3/4 	3.750	0.438	0.431	0.812	0.736	0.21	0.094	0.081	0.103	0.068	0.175	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/16 x 4 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/16_x_4_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/16	0.438	14	0.0714	1.125	1.125	0.389	4      	4.000	0.438	0.431	0.812	0.736	0.21	0.094	0.081	0.103	0.068	0.175	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/16 x 4.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/16_x_4.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/16	0.438	14	0.0714	1.125	1.125	0.389	4  1/4 	4.250	0.438	0.431	0.812	0.736	0.21	0.094	0.081	0.103	0.068	0.175	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/16 x 4.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/16_x_4.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/16	0.438	14	0.0714	1.125	1.125	0.389	4  1/2 	4.500	0.438	0.431	0.812	0.736	0.21	0.094	0.081	0.103	0.068	0.175	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/16 x 4.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/16_x_4.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/16	0.438	14	0.0714	1.125	1.125	0.389	4  3/4 	4.750	0.438	0.431	0.812	0.736	0.21	0.094	0.081	0.103	0.068	0.175	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/16 x 5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/16_x_5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/16	0.438	14	0.0714	1.125	1.125	0.389	5      	5.000	0.438	0.431	0.812	0.736	0.21	0.094	0.081	0.103	0.068	0.175	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/16 x 5.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/16_x_5.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/16	0.438	14	0.0714	1.125	1.125	0.389	5  1/2 	5.500	0.438	0.431	0.812	0.736	0.21	0.094	0.081	0.103	0.068	0.175	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/16 x 6 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/16_x_6_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/16	0.438	14	0.0714	1.125	1.125	0.389	6      	6.000	0.438	0.431	0.812	0.736	0.21	0.094	0.081	0.103	0.068	0.175	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1/2 x 0.625 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1/2_x_0.625_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1/2	0.5	13	0.0769	0.223	1.25	0.402	  5/8 	0.625	0.5	0.493	0.875	0.791	0.21	0.106	0.091	0.103	0.068	0.2	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1/2 x 0.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1/2_x_0.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1/2	0.5	13	0.0769	0.348	1.25	0.402	  3/4 	0.750	0.5	0.493	0.875	0.791	0.21	0.106	0.091	0.103	0.068	0.2	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1/2 x 0.875 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1/2_x_0.875_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1/2	0.5	13	0.0769	0.473	1.25	0.402	  7/8 	0.875	0.5	0.493	0.875	0.791	0.21	0.106	0.091	0.103	0.068	0.2	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1/2 x 1 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1/2_x_1_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1/2	0.5	13	0.0769	0.598	1.25	0.402	1      	1.000	0.5	0.493	0.875	0.791	0.21	0.106	0.091	0.103	0.068	0.2	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1/2 x 1.125 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1/2_x_1.125_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1/2	0.5	13	0.0769	0.723	1.25	0.402	1  1/8 	1.125	0.5	0.493	0.875	0.791	0.21	0.106	0.091	0.103	0.068	0.2	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1/2 x 1.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1/2_x_1.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1/2	0.5	13	0.0769	0.848	1.25	0.402	1  1/4 	1.250	0.5	0.493	0.875	0.791	0.21	0.106	0.091	0.103	0.068	0.2	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1/2 x 1.375 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1/2_x_1.375_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1/2	0.5	13	0.0769	0.973	1.25	0.402	1  3/8 	1.375	0.5	0.493	0.875	0.791	0.21	0.106	0.091	0.103	0.068	0.2	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1/2 x 1.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1/2_x_1.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1/2	0.5	13	0.0769	1.098	1.25	0.402	1  1/2 	1.500	0.5	0.493	0.875	0.791	0.21	0.106	0.091	0.103	0.068	0.2	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1/2 x 1.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1/2_x_1.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1/2	0.5	13	0.0769	1.250	1.25	0.402	1  3/4 	1.750	0.5	0.493	0.875	0.791	0.21	0.106	0.091	0.103	0.068	0.2	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1/2 x 2 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1/2_x_2_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1/2	0.5	13	0.0769	1.250	1.25	0.402	2      	2.000	0.5	0.493	0.875	0.791	0.21	0.106	0.091	0.103	0.068	0.2	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1/2 x 2.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1/2_x_2.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1/2	0.5	13	0.0769	1.250	1.25	0.402	2  1/4 	2.250	0.5	0.493	0.875	0.791	0.21	0.106	0.091	0.103	0.068	0.2	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1/2 x 2.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1/2_x_2.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1/2	0.5	13	0.0769	1.250	1.25	0.402	2  3/4 	2.750	0.5	0.493	0.875	0.791	0.21	0.106	0.091	0.103	0.068	0.2	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1/2 x 3 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1/2_x_3_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1/2	0.5	13	0.0769	1.250	1.25	0.402	3      	3.000	0.5	0.493	0.875	0.791	0.21	0.106	0.091	0.103	0.068	0.2	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1/2 x 3.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1/2_x_3.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1/2	0.5	13	0.0769	1.250	1.25	0.402	3  1/4 	3.250	0.5	0.493	0.875	0.791	0.21	0.106	0.091	0.103	0.068	0.2	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1/2 x 3.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1/2_x_3.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1/2	0.5	13	0.0769	1.250	1.25	0.402	3  1/2 	3.500	0.5	0.493	0.875	0.791	0.21	0.106	0.091	0.103	0.068	0.2	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1/2 x 3.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1/2_x_3.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1/2	0.5	13	0.0769	1.250	1.25	0.402	3  3/4 	3.750	0.5	0.493	0.875	0.791	0.21	0.106	0.091	0.103	0.068	0.2	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1/2 x 4 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1/2_x_4_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1/2	0.5	13	0.0769	1.250	1.25	0.402	4      	4.000	0.5	0.493	0.875	0.791	0.21	0.106	0.091	0.103	0.068	0.2	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1/2 x 4.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1/2_x_4.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1/2	0.5	13	0.0769	1.250	1.25	0.402	4  1/4 	4.250	0.5	0.493	0.875	0.791	0.21	0.106	0.091	0.103	0.068	0.2	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1/2 x 4.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1/2_x_4.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1/2	0.5	13	0.0769	1.250	1.25	0.402	4  1/2 	4.500	0.5	0.493	0.875	0.791	0.21	0.106	0.091	0.103	0.068	0.2	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1/2 x 4.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1/2_x_4.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1/2	0.5	13	0.0769	1.250	1.25	0.402	4  3/4 	4.750	0.5	0.493	0.875	0.791	0.21	0.106	0.091	0.103	0.068	0.2	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1/2 x 5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1/2_x_5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1/2	0.5	13	0.0769	1.250	1.25	0.402	5      	5.000	0.5	0.493	0.875	0.791	0.21	0.106	0.091	0.103	0.068	0.2	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1/2 x 5.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1/2_x_5.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1/2	0.5	13	0.0769	1.250	1.25	0.402	5  1/2 	5.500	0.5	0.493	0.875	0.791	0.21	0.106	0.091	0.103	0.068	0.2	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1/2 x 6 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1/2_x_6_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1/2	0.5	13	0.0769	1.250	1.25	0.402	6      	6.000	0.5	0.493	0.875	0.791	0.21	0.106	0.091	0.103	0.068	0.2	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1/2 x 6.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1/2_x_6.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1/2	0.5	13	0.0769	1.250	1.25	0.402	6  1/2 	6.500	0.5	0.493	0.875	0.791	0.21	0.106	0.091	0.103	0.068	0.2	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1/2 x 7 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1/2_x_7_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1/2	0.5	13	0.0769	1.250	1.25	0.402	7      	7.000	0.5	0.493	0.875	0.791	0.21	0.106	0.091	0.103	0.068	0.2	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 9/16 x 0.625 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_9/16_x_0.625_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	0.173	1.375	0.452	  5/8 	0.625	0.563	0.555	1.0	0.906	0.244	0.118	0.102	0.12	0.08	0.225	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 9/16 x 0.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_9/16_x_0.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	0.298	1.375	0.452	  3/4 	0.750	0.563	0.555	1.0	0.906	0.244	0.118	0.102	0.12	0.08	0.225	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 9/16 x 0.875 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_9/16_x_0.875_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	0.423	1.375	0.452	  7/8 	0.875	0.563	0.555	1.0	0.906	0.244	0.118	0.102	0.12	0.08	0.225	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 9/16 x 1 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_9/16_x_1_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	0.548	1.375	0.452	1      	1.000	0.563	0.555	1.0	0.906	0.244	0.118	0.102	0.12	0.08	0.225	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 9/16 x 1.125 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_9/16_x_1.125_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	0.673	1.375	0.452	1  1/8 	1.125	0.563	0.555	1.0	0.906	0.244	0.118	0.102	0.12	0.08	0.225	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 9/16 x 1.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_9/16_x_1.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	0.798	1.375	0.452	1  1/4 	1.250	0.563	0.555	1.0	0.906	0.244	0.118	0.102	0.12	0.08	0.225	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 9/16 x 1.375 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_9/16_x_1.375_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	0.923	1.375	0.452	1  3/8 	1.375	0.563	0.555	1.0	0.906	0.244	0.118	0.102	0.12	0.08	0.225	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 9/16 x 1.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_9/16_x_1.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.048	1.375	0.452	1  1/2 	1.500	0.563	0.555	1.0	0.906	0.244	0.118	0.102	0.12	0.08	0.225	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 9/16 x 1.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_9/16_x_1.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.298	1.375	0.452	1  3/4 	1.750	0.563	0.555	1.0	0.906	0.244	0.118	0.102	0.12	0.08	0.225	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 9/16 x 2 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_9/16_x_2_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.375	1.375	0.452	2      	2.000	0.563	0.555	1.0	0.906	0.244	0.118	0.102	0.12	0.08	0.225	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 9/16 x 2.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_9/16_x_2.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.375	1.375	0.452	2  1/4 	2.250	0.563	0.555	1.0	0.906	0.244	0.118	0.102	0.12	0.08	0.225	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 9/16 x 2.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_9/16_x_2.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.375	1.375	0.452	2  3/4 	2.750	0.563	0.555	1.0	0.906	0.244	0.118	0.102	0.12	0.08	0.225	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 9/16 x 3 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_9/16_x_3_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.375	1.375	0.452	3      	3.000	0.563	0.555	1.0	0.906	0.244	0.118	0.102	0.12	0.08	0.225	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 9/16 x 3.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_9/16_x_3.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.375	1.375	0.452	3  1/4 	3.250	0.563	0.555	1.0	0.906	0.244	0.118	0.102	0.12	0.08	0.225	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 9/16 x 3.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_9/16_x_3.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.375	1.375	0.452	3  1/2 	3.500	0.563	0.555	1.0	0.906	0.244	0.118	0.102	0.12	0.08	0.225	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 9/16 x 3.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_9/16_x_3.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.375	1.375	0.452	3  3/4 	3.750	0.563	0.555	1.0	0.906	0.244	0.118	0.102	0.12	0.08	0.225	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 9/16 x 4 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_9/16_x_4_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.375	1.375	0.452	4      	4.000	0.563	0.555	1.0	0.906	0.244	0.118	0.102	0.12	0.08	0.225	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 9/16 x 4.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_9/16_x_4.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.375	1.375	0.452	4  1/4 	4.250	0.563	0.555	1.0	0.906	0.244	0.118	0.102	0.12	0.08	0.225	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 9/16 x 4.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_9/16_x_4.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.375	1.375	0.452	4  1/2 	4.500	0.563	0.555	1.0	0.906	0.244	0.118	0.102	0.12	0.08	0.225	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 9/16 x 4.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_9/16_x_4.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.375	1.375	0.452	4  3/4 	4.750	0.563	0.555	1.0	0.906	0.244	0.118	0.102	0.12	0.08	0.225	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 9/16 x 5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_9/16_x_5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.375	1.375	0.452	5      	5.000	0.563	0.555	1.0	0.906	0.244	0.118	0.102	0.12	0.08	0.225	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 9/16 x 5.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_9/16_x_5.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.375	1.375	0.452	5  1/2 	5.500	0.563	0.555	1.0	0.906	0.244	0.118	0.102	0.12	0.08	0.225	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 9/16 x 6 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_9/16_x_6_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.375	1.375	0.452	6      	6.000	0.563	0.555	1.0	0.906	0.244	0.118	0.102	0.12	0.08	0.225	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 9/16 x 6.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_9/16_x_6.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.375	1.375	0.452	6  1/2 	6.500	0.563	0.555	1.0	0.906	0.244	0.118	0.102	0.12	0.08	0.225	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 9/16 x 7 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_9/16_x_7_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.375	1.375	0.452	7      	7.000	0.563	0.555	1.0	0.906	0.244	0.118	0.102	0.12	0.08	0.225	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 9/16 x 7.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_9/16_x_7.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.375	1.375	0.452	7  1/2 	7.500	0.563	0.555	1.0	0.906	0.244	0.118	0.102	0.12	0.08	0.225	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 9/16 x 8 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_9/16_x_8_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	9/16	0.563	12	0.0833	1.375	1.375	0.452	8      	8.000	0.563	0.555	1.0	0.906	0.244	0.118	0.102	0.12	0.08	0.225	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 5/8 x 0.625 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_5/8_x_0.625_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	0.117	1.5	0.508	  5/8 	0.625	0.625	0.617	1.125	1.02	0.281	0.133	0.116	0.137	0.091	0.25	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 5/8 x 0.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_5/8_x_0.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	0.242	1.5	0.508	  3/4 	0.750	0.625	0.617	1.125	1.02	0.281	0.133	0.116	0.137	0.091	0.25	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 5/8 x 0.875 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_5/8_x_0.875_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	5/8	0.625	11	0.0909	0.367	1.5	0.508	  7/8 	0.875	0.625	0.617	1.125	1.02	0.281	0.133	0.116	0.137	0.091	0.25	St	ASME B18.6.2	1998
