PartNumber	PartName	Nominal_size(ref)	Nominal_size(in)	t.p.i.	Pitch(in)	Threading(in)	Min_Thread(in)	Max_Unthread(in)	Length(ref)	L_length(in)	E_body_dia_max(in)	E_body_dia_min(in)	A_head_dia_max_edge_sharp(in)	A_head_dia_min_edge_rounded_or_flat(in)	H_head_height(in)	J_slot_width_max(in)	J_slot_width_min(in)	T_slot_depth_max(in)	T_slot_depth_min(in)	U_fillet_radius_max(in)	Material	Reference	Edition
ASME B18.6.2 SCREW 1_1/4 x 1.375 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/4_x_1.375_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	0.418	2.75	0.957	1  3/8 	1.375	1.25	1.239	2.312	2.11	0.6	0.211	0.193	0.291	0.197	0.5	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/4 x 1.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/4_x_1.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	0.543	2.75	0.957	1  1/2 	1.500	1.25	1.239	2.312	2.11	0.6	0.211	0.193	0.291	0.197	0.5	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/4 x 1.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/4_x_1.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	0.793	2.75	0.957	1  3/4 	1.750	1.25	1.239	2.312	2.11	0.6	0.211	0.193	0.291	0.197	0.5	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/4 x 2 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/4_x_2_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	1.043	2.75	0.957	2      	2.000	1.25	1.239	2.312	2.11	0.6	0.211	0.193	0.291	0.197	0.5	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/4 x 2.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/4_x_2.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	1.293	2.75	0.957	2  1/4 	2.250	1.25	1.239	2.312	2.11	0.6	0.211	0.193	0.291	0.197	0.5	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/4 x 2.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/4_x_2.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	1.793	2.75	0.957	2  3/4 	2.750	1.25	1.239	2.312	2.11	0.6	0.211	0.193	0.291	0.197	0.5	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/4 x 3 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/4_x_3_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	2.043	2.75	0.957	3      	3.000	1.25	1.239	2.312	2.11	0.6	0.211	0.193	0.291	0.197	0.5	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/4 x 3.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/4_x_3.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	2.293	2.75	0.957	3  1/4 	3.250	1.25	1.239	2.312	2.11	0.6	0.211	0.193	0.291	0.197	0.5	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/4 x 3.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/4_x_3.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	2.543	2.75	0.957	3  1/2 	3.500	1.25	1.239	2.312	2.11	0.6	0.211	0.193	0.291	0.197	0.5	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/4 x 3.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/4_x_3.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	2.750	2.75	0.957	3  3/4 	3.750	1.25	1.239	2.312	2.11	0.6	0.211	0.193	0.291	0.197	0.5	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/4 x 4 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/4_x_4_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	2.750	2.75	0.957	4      	4.000	1.25	1.239	2.312	2.11	0.6	0.211	0.193	0.291	0.197	0.5	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/4 x 4.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/4_x_4.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	2.750	2.75	0.957	4  1/4 	4.250	1.25	1.239	2.312	2.11	0.6	0.211	0.193	0.291	0.197	0.5	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/4 x 4.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/4_x_4.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	2.750	2.75	0.957	4  1/2 	4.500	1.25	1.239	2.312	2.11	0.6	0.211	0.193	0.291	0.197	0.5	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/4 x 4.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/4_x_4.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	2.750	2.75	0.957	4  3/4 	4.750	1.25	1.239	2.312	2.11	0.6	0.211	0.193	0.291	0.197	0.5	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/4 x 5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/4_x_5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	2.750	2.75	0.957	5      	5.000	1.25	1.239	2.312	2.11	0.6	0.211	0.193	0.291	0.197	0.5	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/4 x 5.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/4_x_5.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	2.750	2.75	0.957	5  1/2 	5.500	1.25	1.239	2.312	2.11	0.6	0.211	0.193	0.291	0.197	0.5	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/4 x 6 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/4_x_6_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	2.750	2.75	0.957	6      	6.000	1.25	1.239	2.312	2.11	0.6	0.211	0.193	0.291	0.197	0.5	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/4 x 6.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/4_x_6.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	2.750	2.75	0.957	6  1/2 	6.500	1.25	1.239	2.312	2.11	0.6	0.211	0.193	0.291	0.197	0.5	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/4 x 7 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/4_x_7_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	2.750	2.75	0.957	7      	7.000	1.25	1.239	2.312	2.11	0.6	0.211	0.193	0.291	0.197	0.5	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/4 x 7.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/4_x_7.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	2.750	2.75	0.957	7  1/2 	7.500	1.25	1.239	2.312	2.11	0.6	0.211	0.193	0.291	0.197	0.5	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/4 x 8 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/4_x_8_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	2.750	2.75	0.957	8      	8.000	1.25	1.239	2.312	2.11	0.6	0.211	0.193	0.291	0.197	0.5	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/4 x 8.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/4_x_8.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	2.750	2.75	0.957	8  1/2 	8.500	1.25	1.239	2.312	2.11	0.6	0.211	0.193	0.291	0.197	0.5	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/4 x 9 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/4_x_9_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	2.750	2.75	0.957	9      	9.000	1.25	1.239	2.312	2.11	0.6	0.211	0.193	0.291	0.197	0.5	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/4 x 9.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/4_x_9.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	2.750	2.75	0.957	9  1/2 	9.500	1.25	1.239	2.312	2.11	0.6	0.211	0.193	0.291	0.197	0.5	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/4 x 10 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/4_x_10_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	2.750	2.75	0.957	10      	10.000	1.25	1.239	2.312	2.11	0.6	0.211	0.193	0.291	0.197	0.5	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_3/8 x 1.375 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_3/8_x_1.375_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	0.293	3.0	1.082	1  3/8 	1.375	1.375	1.363	2.562	2.34	0.665	0.226	0.208	0.326	0.22	0.55	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_3/8 x 1.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_3/8_x_1.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	0.418	3.0	1.082	1  1/2 	1.500	1.375	1.363	2.562	2.34	0.665	0.226	0.208	0.326	0.22	0.55	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_3/8 x 1.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_3/8_x_1.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	0.668	3.0	1.082	1  3/4 	1.750	1.375	1.363	2.562	2.34	0.665	0.226	0.208	0.326	0.22	0.55	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_3/8 x 2 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_3/8_x_2_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	0.918	3.0	1.082	2      	2.000	1.375	1.363	2.562	2.34	0.665	0.226	0.208	0.326	0.22	0.55	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_3/8 x 2.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_3/8_x_2.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	1.168	3.0	1.082	2  1/4 	2.250	1.375	1.363	2.562	2.34	0.665	0.226	0.208	0.326	0.22	0.55	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_3/8 x 2.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_3/8_x_2.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	1.668	3.0	1.082	2  3/4 	2.750	1.375	1.363	2.562	2.34	0.665	0.226	0.208	0.326	0.22	0.55	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_3/8 x 3 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_3/8_x_3_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	1.918	3.0	1.082	3      	3.000	1.375	1.363	2.562	2.34	0.665	0.226	0.208	0.326	0.22	0.55	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_3/8 x 3.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_3/8_x_3.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	2.168	3.0	1.082	3  1/4 	3.250	1.375	1.363	2.562	2.34	0.665	0.226	0.208	0.326	0.22	0.55	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_3/8 x 3.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_3/8_x_3.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	2.418	3.0	1.082	3  1/2 	3.500	1.375	1.363	2.562	2.34	0.665	0.226	0.208	0.326	0.22	0.55	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_3/8 x 3.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_3/8_x_3.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	2.668	3.0	1.082	3  3/4 	3.750	1.375	1.363	2.562	2.34	0.665	0.226	0.208	0.326	0.22	0.55	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_3/8 x 4 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_3/8_x_4_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	2.918	3.0	1.082	4      	4.000	1.375	1.363	2.562	2.34	0.665	0.226	0.208	0.326	0.22	0.55	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_3/8 x 4.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_3/8_x_4.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	3.000	3.0	1.082	4  1/4 	4.250	1.375	1.363	2.562	2.34	0.665	0.226	0.208	0.326	0.22	0.55	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_3/8 x 4.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_3/8_x_4.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	3.000	3.0	1.082	4  1/2 	4.500	1.375	1.363	2.562	2.34	0.665	0.226	0.208	0.326	0.22	0.55	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_3/8 x 4.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_3/8_x_4.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	3.000	3.0	1.082	4  3/4 	4.750	1.375	1.363	2.562	2.34	0.665	0.226	0.208	0.326	0.22	0.55	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_3/8 x 5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_3/8_x_5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	3.000	3.0	1.082	5      	5.000	1.375	1.363	2.562	2.34	0.665	0.226	0.208	0.326	0.22	0.55	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_3/8 x 5.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_3/8_x_5.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	3.000	3.0	1.082	5  1/2 	5.500	1.375	1.363	2.562	2.34	0.665	0.226	0.208	0.326	0.22	0.55	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_3/8 x 6 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_3/8_x_6_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	3.000	3.0	1.082	6      	6.000	1.375	1.363	2.562	2.34	0.665	0.226	0.208	0.326	0.22	0.55	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_3/8 x 6.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_3/8_x_6.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	3.000	3.0	1.082	6  1/2 	6.500	1.375	1.363	2.562	2.34	0.665	0.226	0.208	0.326	0.22	0.55	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_3/8 x 7 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_3/8_x_7_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	3.000	3.0	1.082	7      	7.000	1.375	1.363	2.562	2.34	0.665	0.226	0.208	0.326	0.22	0.55	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_3/8 x 7.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_3/8_x_7.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	3.000	3.0	1.082	7  1/2 	7.500	1.375	1.363	2.562	2.34	0.665	0.226	0.208	0.326	0.22	0.55	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_3/8 x 8 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_3/8_x_8_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	3.000	3.0	1.082	8      	8.000	1.375	1.363	2.562	2.34	0.665	0.226	0.208	0.326	0.22	0.55	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_3/8 x 8.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_3/8_x_8.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	3.000	3.0	1.082	8  1/2 	8.500	1.375	1.363	2.562	2.34	0.665	0.226	0.208	0.326	0.22	0.55	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_3/8 x 9 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_3/8_x_9_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	3.000	3.0	1.082	9      	9.000	1.375	1.363	2.562	2.34	0.665	0.226	0.208	0.326	0.22	0.55	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_3/8 x 9.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_3/8_x_9.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	3.000	3.0	1.082	9  1/2 	9.500	1.375	1.363	2.562	2.34	0.665	0.226	0.208	0.326	0.22	0.55	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_3/8 x 10 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_3/8_x_10_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_3/8	1.375	6	0.1667	3.000	3.0	1.082	10      	10.000	1.375	1.363	2.562	2.34	0.665	0.226	0.208	0.326	0.22	0.55	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/2 x 1.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/2_x_1.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/2	1.5	6	0.1667	0.341	3.25	1.159	1  1/2 	1.500	1.5	1.488	2.812	2.57	0.742	0.258	0.24	0.36	0.244	0.6	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/2 x 1.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/2_x_1.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/2	1.5	6	0.1667	0.591	3.25	1.159	1  3/4 	1.750	1.5	1.488	2.812	2.57	0.742	0.258	0.24	0.36	0.244	0.6	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/2 x 2 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/2_x_2_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/2	1.5	6	0.1667	0.841	3.25	1.159	2      	2.000	1.5	1.488	2.812	2.57	0.742	0.258	0.24	0.36	0.244	0.6	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/2 x 2.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/2_x_2.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/2	1.5	6	0.1667	1.091	3.25	1.159	2  1/4 	2.250	1.5	1.488	2.812	2.57	0.742	0.258	0.24	0.36	0.244	0.6	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/2 x 2.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/2_x_2.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/2	1.5	6	0.1667	1.591	3.25	1.159	2  3/4 	2.750	1.5	1.488	2.812	2.57	0.742	0.258	0.24	0.36	0.244	0.6	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/2 x 3 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/2_x_3_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/2	1.5	6	0.1667	1.841	3.25	1.159	3      	3.000	1.5	1.488	2.812	2.57	0.742	0.258	0.24	0.36	0.244	0.6	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/2 x 3.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/2_x_3.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/2	1.5	6	0.1667	2.091	3.25	1.159	3  1/4 	3.250	1.5	1.488	2.812	2.57	0.742	0.258	0.24	0.36	0.244	0.6	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/2 x 3.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/2_x_3.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/2	1.5	6	0.1667	2.341	3.25	1.159	3  1/2 	3.500	1.5	1.488	2.812	2.57	0.742	0.258	0.24	0.36	0.244	0.6	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/2 x 3.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/2_x_3.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/2	1.5	6	0.1667	2.591	3.25	1.159	3  3/4 	3.750	1.5	1.488	2.812	2.57	0.742	0.258	0.24	0.36	0.244	0.6	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/2 x 4 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/2_x_4_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/2	1.5	6	0.1667	2.841	3.25	1.159	4      	4.000	1.5	1.488	2.812	2.57	0.742	0.258	0.24	0.36	0.244	0.6	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/2 x 4.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/2_x_4.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/2	1.5	6	0.1667	3.091	3.25	1.159	4  1/4 	4.250	1.5	1.488	2.812	2.57	0.742	0.258	0.24	0.36	0.244	0.6	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/2 x 4.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/2_x_4.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/2	1.5	6	0.1667	3.250	3.25	1.159	4  1/2 	4.500	1.5	1.488	2.812	2.57	0.742	0.258	0.24	0.36	0.244	0.6	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/2 x 4.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/2_x_4.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/2	1.5	6	0.1667	3.250	3.25	1.159	4  3/4 	4.750	1.5	1.488	2.812	2.57	0.742	0.258	0.24	0.36	0.244	0.6	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/2 x 5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/2_x_5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/2	1.5	6	0.1667	3.250	3.25	1.159	5      	5.000	1.5	1.488	2.812	2.57	0.742	0.258	0.24	0.36	0.244	0.6	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/2 x 5.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/2_x_5.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/2	1.5	6	0.1667	3.250	3.25	1.159	5  1/2 	5.500	1.5	1.488	2.812	2.57	0.742	0.258	0.24	0.36	0.244	0.6	St	ASME B18.6.2	1998
