PartNumber	PartName	l_length(mm)	b_width(mm)	h_height(mm)	c_chamfer_max(mm)	h1_gib_height(mm)	e_gib_length	Material	Reference	Edition
JIS B 1301 KEY 36x20x280 TAPER WITH GIB HEAD	JIS_B_1301_36x20x280_GIB_HEAD_TAPER_KEY	280.0	36.0	20.0	1.2	32.0	36.0	St	JIS B 1301	1996
JIS B 1301 KEY 36x20x320 TAPER WITH GIB HEAD	JIS_B_1301_36x20x320_GIB_HEAD_TAPER_KEY	320.0	36.0	20.0	1.2	32.0	36.0	St	JIS B 1301	1996
JIS B 1301 KEY 36x20x360 TAPER WITH GIB HEAD	JIS_B_1301_36x20x360_GIB_HEAD_TAPER_KEY	360.0	36.0	20.0	1.2	32.0	36.0	St	JIS B 1301	1996
JIS B 1301 KEY 36x20x400 TAPER WITH GIB HEAD	JIS_B_1301_36x20x400_GIB_HEAD_TAPER_KEY	400.0	36.0	20.0	1.2	32.0	36.0	St	JIS B 1301	1996
JIS B 1301 KEY 38x24x100 TAPER WITH GIB HEAD	JIS_B_1301_38x24x100_GIB_HEAD_TAPER_KEY	100.0	38.0	24.0	1.2	36.0	38.0	St	JIS B 1301	1996
JIS B 1301 KEY 38x24x110 TAPER WITH GIB HEAD	JIS_B_1301_38x24x110_GIB_HEAD_TAPER_KEY	110.0	38.0	24.0	1.2	36.0	38.0	St	JIS B 1301	1996
JIS B 1301 KEY 38x24x125 TAPER WITH GIB HEAD	JIS_B_1301_38x24x125_GIB_HEAD_TAPER_KEY	125.0	38.0	24.0	1.2	36.0	38.0	St	JIS B 1301	1996
JIS B 1301 KEY 38x24x140 TAPER WITH GIB HEAD	JIS_B_1301_38x24x140_GIB_HEAD_TAPER_KEY	140.0	38.0	24.0	1.2	36.0	38.0	St	JIS B 1301	1996
JIS B 1301 KEY 38x24x160 TAPER WITH GIB HEAD	JIS_B_1301_38x24x160_GIB_HEAD_TAPER_KEY	160.0	38.0	24.0	1.2	36.0	38.0	St	JIS B 1301	1996
JIS B 1301 KEY 38x24x180 TAPER WITH GIB HEAD	JIS_B_1301_38x24x180_GIB_HEAD_TAPER_KEY	180.0	38.0	24.0	1.2	36.0	38.0	St	JIS B 1301	1996
JIS B 1301 KEY 38x24x200 TAPER WITH GIB HEAD	JIS_B_1301_38x24x200_GIB_HEAD_TAPER_KEY	200.0	38.0	24.0	1.2	36.0	38.0	St	JIS B 1301	1996
JIS B 1301 KEY 38x24x220 TAPER WITH GIB HEAD	JIS_B_1301_38x24x220_GIB_HEAD_TAPER_KEY	220.0	38.0	24.0	1.2	36.0	38.0	St	JIS B 1301	1996
JIS B 1301 KEY 38x24x250 TAPER WITH GIB HEAD	JIS_B_1301_38x24x250_GIB_HEAD_TAPER_KEY	250.0	38.0	24.0	1.2	36.0	38.0	St	JIS B 1301	1996
JIS B 1301 KEY 38x24x280 TAPER WITH GIB HEAD	JIS_B_1301_38x24x280_GIB_HEAD_TAPER_KEY	280.0	38.0	24.0	1.2	36.0	38.0	St	JIS B 1301	1996
JIS B 1301 KEY 38x24x320 TAPER WITH GIB HEAD	JIS_B_1301_38x24x320_GIB_HEAD_TAPER_KEY	320.0	38.0	24.0	1.2	36.0	38.0	St	JIS B 1301	1996
JIS B 1301 KEY 38x24x360 TAPER WITH GIB HEAD	JIS_B_1301_38x24x360_GIB_HEAD_TAPER_KEY	360.0	38.0	24.0	1.2	36.0	38.0	St	JIS B 1301	1996
JIS B 1301 KEY 38x24x400 TAPER WITH GIB HEAD	JIS_B_1301_38x24x400_GIB_HEAD_TAPER_KEY	400.0	38.0	24.0	1.2	36.0	38.0	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x100 TAPER WITH GIB HEAD	JIS_B_1301_40x22x100_GIB_HEAD_TAPER_KEY	100.0	40.0	22.0	1.2	36.0	40.0	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x110 TAPER WITH GIB HEAD	JIS_B_1301_40x22x110_GIB_HEAD_TAPER_KEY	110.0	40.0	22.0	1.2	36.0	40.0	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x125 TAPER WITH GIB HEAD	JIS_B_1301_40x22x125_GIB_HEAD_TAPER_KEY	125.0	40.0	22.0	1.2	36.0	40.0	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x140 TAPER WITH GIB HEAD	JIS_B_1301_40x22x140_GIB_HEAD_TAPER_KEY	140.0	40.0	22.0	1.2	36.0	40.0	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x160 TAPER WITH GIB HEAD	JIS_B_1301_40x22x160_GIB_HEAD_TAPER_KEY	160.0	40.0	22.0	1.2	36.0	40.0	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x180 TAPER WITH GIB HEAD	JIS_B_1301_40x22x180_GIB_HEAD_TAPER_KEY	180.0	40.0	22.0	1.2	36.0	40.0	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x200 TAPER WITH GIB HEAD	JIS_B_1301_40x22x200_GIB_HEAD_TAPER_KEY	200.0	40.0	22.0	1.2	36.0	40.0	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x220 TAPER WITH GIB HEAD	JIS_B_1301_40x22x220_GIB_HEAD_TAPER_KEY	220.0	40.0	22.0	1.2	36.0	40.0	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x250 TAPER WITH GIB HEAD	JIS_B_1301_40x22x250_GIB_HEAD_TAPER_KEY	250.0	40.0	22.0	1.2	36.0	40.0	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x280 TAPER WITH GIB HEAD	JIS_B_1301_40x22x280_GIB_HEAD_TAPER_KEY	280.0	40.0	22.0	1.2	36.0	40.0	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x320 TAPER WITH GIB HEAD	JIS_B_1301_40x22x320_GIB_HEAD_TAPER_KEY	320.0	40.0	22.0	1.2	36.0	40.0	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x360 TAPER WITH GIB HEAD	JIS_B_1301_40x22x360_GIB_HEAD_TAPER_KEY	360.0	40.0	22.0	1.2	36.0	40.0	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x400 TAPER WITH GIB HEAD	JIS_B_1301_40x22x400_GIB_HEAD_TAPER_KEY	400.0	40.0	22.0	1.2	36.0	40.0	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x100 TAPER WITH GIB HEAD	JIS_B_1301_42x26x100_GIB_HEAD_TAPER_KEY	100.0	42.0	26.0	1.2	40.0	42.0	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x110 TAPER WITH GIB HEAD	JIS_B_1301_42x26x110_GIB_HEAD_TAPER_KEY	110.0	42.0	26.0	1.2	40.0	42.0	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x125 TAPER WITH GIB HEAD	JIS_B_1301_42x26x125_GIB_HEAD_TAPER_KEY	125.0	42.0	26.0	1.2	40.0	42.0	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x140 TAPER WITH GIB HEAD	JIS_B_1301_42x26x140_GIB_HEAD_TAPER_KEY	140.0	42.0	26.0	1.2	40.0	42.0	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x160 TAPER WITH GIB HEAD	JIS_B_1301_42x26x160_GIB_HEAD_TAPER_KEY	160.0	42.0	26.0	1.2	40.0	42.0	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x180 TAPER WITH GIB HEAD	JIS_B_1301_42x26x180_GIB_HEAD_TAPER_KEY	180.0	42.0	26.0	1.2	40.0	42.0	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x200 TAPER WITH GIB HEAD	JIS_B_1301_42x26x200_GIB_HEAD_TAPER_KEY	200.0	42.0	26.0	1.2	40.0	42.0	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x220 TAPER WITH GIB HEAD	JIS_B_1301_42x26x220_GIB_HEAD_TAPER_KEY	220.0	42.0	26.0	1.2	40.0	42.0	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x250 TAPER WITH GIB HEAD	JIS_B_1301_42x26x250_GIB_HEAD_TAPER_KEY	250.0	42.0	26.0	1.2	40.0	42.0	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x280 TAPER WITH GIB HEAD	JIS_B_1301_42x26x280_GIB_HEAD_TAPER_KEY	280.0	42.0	26.0	1.2	40.0	42.0	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x320 TAPER WITH GIB HEAD	JIS_B_1301_42x26x320_GIB_HEAD_TAPER_KEY	320.0	42.0	26.0	1.2	40.0	42.0	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x360 TAPER WITH GIB HEAD	JIS_B_1301_42x26x360_GIB_HEAD_TAPER_KEY	360.0	42.0	26.0	1.2	40.0	42.0	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x400 TAPER WITH GIB HEAD	JIS_B_1301_42x26x400_GIB_HEAD_TAPER_KEY	400.0	42.0	26.0	1.2	40.0	42.0	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x100 TAPER WITH GIB HEAD	JIS_B_1301_45x25x100_GIB_HEAD_TAPER_KEY	100.0	45.0	25.0	1.2	40.0	45.0	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x110 TAPER WITH GIB HEAD	JIS_B_1301_45x25x110_GIB_HEAD_TAPER_KEY	110.0	45.0	25.0	1.2	40.0	45.0	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x125 TAPER WITH GIB HEAD	JIS_B_1301_45x25x125_GIB_HEAD_TAPER_KEY	125.0	45.0	25.0	1.2	40.0	45.0	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x140 TAPER WITH GIB HEAD	JIS_B_1301_45x25x140_GIB_HEAD_TAPER_KEY	140.0	45.0	25.0	1.2	40.0	45.0	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x160 TAPER WITH GIB HEAD	JIS_B_1301_45x25x160_GIB_HEAD_TAPER_KEY	160.0	45.0	25.0	1.2	40.0	45.0	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x180 TAPER WITH GIB HEAD	JIS_B_1301_45x25x180_GIB_HEAD_TAPER_KEY	180.0	45.0	25.0	1.2	40.0	45.0	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x200 TAPER WITH GIB HEAD	JIS_B_1301_45x25x200_GIB_HEAD_TAPER_KEY	200.0	45.0	25.0	1.2	40.0	45.0	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x220 TAPER WITH GIB HEAD	JIS_B_1301_45x25x220_GIB_HEAD_TAPER_KEY	220.0	45.0	25.0	1.2	40.0	45.0	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x250 TAPER WITH GIB HEAD	JIS_B_1301_45x25x250_GIB_HEAD_TAPER_KEY	250.0	45.0	25.0	1.2	40.0	45.0	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x280 TAPER WITH GIB HEAD	JIS_B_1301_45x25x280_GIB_HEAD_TAPER_KEY	280.0	45.0	25.0	1.2	40.0	45.0	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x320 TAPER WITH GIB HEAD	JIS_B_1301_45x25x320_GIB_HEAD_TAPER_KEY	320.0	45.0	25.0	1.2	40.0	45.0	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x360 TAPER WITH GIB HEAD	JIS_B_1301_45x25x360_GIB_HEAD_TAPER_KEY	360.0	45.0	25.0	1.2	40.0	45.0	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x400 TAPER WITH GIB HEAD	JIS_B_1301_45x25x400_GIB_HEAD_TAPER_KEY	400.0	45.0	25.0	1.2	40.0	45.0	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x100 TAPER WITH GIB HEAD	JIS_B_1301_50x28x100_GIB_HEAD_TAPER_KEY	100.0	50.0	28.0	1.2	45.0	50.0	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x110 TAPER WITH GIB HEAD	JIS_B_1301_50x28x110_GIB_HEAD_TAPER_KEY	110.0	50.0	28.0	1.2	45.0	50.0	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x125 TAPER WITH GIB HEAD	JIS_B_1301_50x28x125_GIB_HEAD_TAPER_KEY	125.0	50.0	28.0	1.2	45.0	50.0	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x140 TAPER WITH GIB HEAD	JIS_B_1301_50x28x140_GIB_HEAD_TAPER_KEY	140.0	50.0	28.0	1.2	45.0	50.0	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x160 TAPER WITH GIB HEAD	JIS_B_1301_50x28x160_GIB_HEAD_TAPER_KEY	160.0	50.0	28.0	1.2	45.0	50.0	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x180 TAPER WITH GIB HEAD	JIS_B_1301_50x28x180_GIB_HEAD_TAPER_KEY	180.0	50.0	28.0	1.2	45.0	50.0	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x200 TAPER WITH GIB HEAD	JIS_B_1301_50x28x200_GIB_HEAD_TAPER_KEY	200.0	50.0	28.0	1.2	45.0	50.0	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x220 TAPER WITH GIB HEAD	JIS_B_1301_50x28x220_GIB_HEAD_TAPER_KEY	220.0	50.0	28.0	1.2	45.0	50.0	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x250 TAPER WITH GIB HEAD	JIS_B_1301_50x28x250_GIB_HEAD_TAPER_KEY	250.0	50.0	28.0	1.2	45.0	50.0	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x280 TAPER WITH GIB HEAD	JIS_B_1301_50x28x280_GIB_HEAD_TAPER_KEY	280.0	50.0	28.0	1.2	45.0	50.0	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x320 TAPER WITH GIB HEAD	JIS_B_1301_50x28x320_GIB_HEAD_TAPER_KEY	320.0	50.0	28.0	1.2	45.0	50.0	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x360 TAPER WITH GIB HEAD	JIS_B_1301_50x28x360_GIB_HEAD_TAPER_KEY	360.0	50.0	28.0	1.2	45.0	50.0	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x400 TAPER WITH GIB HEAD	JIS_B_1301_50x28x400_GIB_HEAD_TAPER_KEY	400.0	50.0	28.0	1.2	45.0	50.0	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x100 TAPER WITH GIB HEAD	JIS_B_1301_56x32x100_GIB_HEAD_TAPER_KEY	100.0	56.0	32.0	2.0	50.0	56.0	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x110 TAPER WITH GIB HEAD	JIS_B_1301_56x32x110_GIB_HEAD_TAPER_KEY	110.0	56.0	32.0	2.0	50.0	56.0	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x125 TAPER WITH GIB HEAD	JIS_B_1301_56x32x125_GIB_HEAD_TAPER_KEY	125.0	56.0	32.0	2.0	50.0	56.0	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x140 TAPER WITH GIB HEAD	JIS_B_1301_56x32x140_GIB_HEAD_TAPER_KEY	140.0	56.0	32.0	2.0	50.0	56.0	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x160 TAPER WITH GIB HEAD	JIS_B_1301_56x32x160_GIB_HEAD_TAPER_KEY	160.0	56.0	32.0	2.0	50.0	56.0	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x180 TAPER WITH GIB HEAD	JIS_B_1301_56x32x180_GIB_HEAD_TAPER_KEY	180.0	56.0	32.0	2.0	50.0	56.0	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x200 TAPER WITH GIB HEAD	JIS_B_1301_56x32x200_GIB_HEAD_TAPER_KEY	200.0	56.0	32.0	2.0	50.0	56.0	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x220 TAPER WITH GIB HEAD	JIS_B_1301_56x32x220_GIB_HEAD_TAPER_KEY	220.0	56.0	32.0	2.0	50.0	56.0	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x250 TAPER WITH GIB HEAD	JIS_B_1301_56x32x250_GIB_HEAD_TAPER_KEY	250.0	56.0	32.0	2.0	50.0	56.0	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x280 TAPER WITH GIB HEAD	JIS_B_1301_56x32x280_GIB_HEAD_TAPER_KEY	280.0	56.0	32.0	2.0	50.0	56.0	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x320 TAPER WITH GIB HEAD	JIS_B_1301_56x32x320_GIB_HEAD_TAPER_KEY	320.0	56.0	32.0	2.0	50.0	56.0	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x360 TAPER WITH GIB HEAD	JIS_B_1301_56x32x360_GIB_HEAD_TAPER_KEY	360.0	56.0	32.0	2.0	50.0	56.0	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x400 TAPER WITH GIB HEAD	JIS_B_1301_56x32x400_GIB_HEAD_TAPER_KEY	400.0	56.0	32.0	2.0	50.0	56.0	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x100 TAPER WITH GIB HEAD	JIS_B_1301_63x32x100_GIB_HEAD_TAPER_KEY	100.0	63.0	32.0	2.0	50.0	63.0	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x110 TAPER WITH GIB HEAD	JIS_B_1301_63x32x110_GIB_HEAD_TAPER_KEY	110.0	63.0	32.0	2.0	50.0	63.0	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x125 TAPER WITH GIB HEAD	JIS_B_1301_63x32x125_GIB_HEAD_TAPER_KEY	125.0	63.0	32.0	2.0	50.0	63.0	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x140 TAPER WITH GIB HEAD	JIS_B_1301_63x32x140_GIB_HEAD_TAPER_KEY	140.0	63.0	32.0	2.0	50.0	63.0	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x160 TAPER WITH GIB HEAD	JIS_B_1301_63x32x160_GIB_HEAD_TAPER_KEY	160.0	63.0	32.0	2.0	50.0	63.0	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x180 TAPER WITH GIB HEAD	JIS_B_1301_63x32x180_GIB_HEAD_TAPER_KEY	180.0	63.0	32.0	2.0	50.0	63.0	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x200 TAPER WITH GIB HEAD	JIS_B_1301_63x32x200_GIB_HEAD_TAPER_KEY	200.0	63.0	32.0	2.0	50.0	63.0	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x220 TAPER WITH GIB HEAD	JIS_B_1301_63x32x220_GIB_HEAD_TAPER_KEY	220.0	63.0	32.0	2.0	50.0	63.0	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x250 TAPER WITH GIB HEAD	JIS_B_1301_63x32x250_GIB_HEAD_TAPER_KEY	250.0	63.0	32.0	2.0	50.0	63.0	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x280 TAPER WITH GIB HEAD	JIS_B_1301_63x32x280_GIB_HEAD_TAPER_KEY	280.0	63.0	32.0	2.0	50.0	63.0	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x320 TAPER WITH GIB HEAD	JIS_B_1301_63x32x320_GIB_HEAD_TAPER_KEY	320.0	63.0	32.0	2.0	50.0	63.0	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x360 TAPER WITH GIB HEAD	JIS_B_1301_63x32x360_GIB_HEAD_TAPER_KEY	360.0	63.0	32.0	2.0	50.0	63.0	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x400 TAPER WITH GIB HEAD	JIS_B_1301_63x32x400_GIB_HEAD_TAPER_KEY	400.0	63.0	32.0	2.0	50.0	63.0	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x100 TAPER WITH GIB HEAD	JIS_B_1301_70x36x100_GIB_HEAD_TAPER_KEY	100.0	70.0	36.0	2.0	56.0	70.0	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x110 TAPER WITH GIB HEAD	JIS_B_1301_70x36x110_GIB_HEAD_TAPER_KEY	110.0	70.0	36.0	2.0	56.0	70.0	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x125 TAPER WITH GIB HEAD	JIS_B_1301_70x36x125_GIB_HEAD_TAPER_KEY	125.0	70.0	36.0	2.0	56.0	70.0	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x140 TAPER WITH GIB HEAD	JIS_B_1301_70x36x140_GIB_HEAD_TAPER_KEY	140.0	70.0	36.0	2.0	56.0	70.0	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x160 TAPER WITH GIB HEAD	JIS_B_1301_70x36x160_GIB_HEAD_TAPER_KEY	160.0	70.0	36.0	2.0	56.0	70.0	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x180 TAPER WITH GIB HEAD	JIS_B_1301_70x36x180_GIB_HEAD_TAPER_KEY	180.0	70.0	36.0	2.0	56.0	70.0	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x200 TAPER WITH GIB HEAD	JIS_B_1301_70x36x200_GIB_HEAD_TAPER_KEY	200.0	70.0	36.0	2.0	56.0	70.0	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x220 TAPER WITH GIB HEAD	JIS_B_1301_70x36x220_GIB_HEAD_TAPER_KEY	220.0	70.0	36.0	2.0	56.0	70.0	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x250 TAPER WITH GIB HEAD	JIS_B_1301_70x36x250_GIB_HEAD_TAPER_KEY	250.0	70.0	36.0	2.0	56.0	70.0	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x280 TAPER WITH GIB HEAD	JIS_B_1301_70x36x280_GIB_HEAD_TAPER_KEY	280.0	70.0	36.0	2.0	56.0	70.0	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x320 TAPER WITH GIB HEAD	JIS_B_1301_70x36x320_GIB_HEAD_TAPER_KEY	320.0	70.0	36.0	2.0	56.0	70.0	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x360 TAPER WITH GIB HEAD	JIS_B_1301_70x36x360_GIB_HEAD_TAPER_KEY	360.0	70.0	36.0	2.0	56.0	70.0	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x400 TAPER WITH GIB HEAD	JIS_B_1301_70x36x400_GIB_HEAD_TAPER_KEY	400.0	70.0	36.0	2.0	56.0	70.0	St	JIS B 1301	1996
JIS B 1301 KEY 80x40x100 TAPER WITH GIB HEAD	JIS_B_1301_80x40x100_GIB_HEAD_TAPER_KEY	100.0	80.0	40.0	3.0	63.0	80.0	St	JIS B 1301	1996
JIS B 1301 KEY 80x40x110 TAPER WITH GIB HEAD	JIS_B_1301_80x40x110_GIB_HEAD_TAPER_KEY	110.0	80.0	40.0	3.0	63.0	80.0	St	JIS B 1301	1996
JIS B 1301 KEY 80x40x125 TAPER WITH GIB HEAD	JIS_B_1301_80x40x125_GIB_HEAD_TAPER_KEY	125.0	80.0	40.0	3.0	63.0	80.0	St	JIS B 1301	1996
JIS B 1301 KEY 80x40x140 TAPER WITH GIB HEAD	JIS_B_1301_80x40x140_GIB_HEAD_TAPER_KEY	140.0	80.0	40.0	3.0	63.0	80.0	St	JIS B 1301	1996
JIS B 1301 KEY 80x40x160 TAPER WITH GIB HEAD	JIS_B_1301_80x40x160_GIB_HEAD_TAPER_KEY	160.0	80.0	40.0	3.0	63.0	80.0	St	JIS B 1301	1996
JIS B 1301 KEY 80x40x180 TAPER WITH GIB HEAD	JIS_B_1301_80x40x180_GIB_HEAD_TAPER_KEY	180.0	80.0	40.0	3.0	63.0	80.0	St	JIS B 1301	1996
JIS B 1301 KEY 80x40x200 TAPER WITH GIB HEAD	JIS_B_1301_80x40x200_GIB_HEAD_TAPER_KEY	200.0	80.0	40.0	3.0	63.0	80.0	St	JIS B 1301	1996
JIS B 1301 KEY 80x40x220 TAPER WITH GIB HEAD	JIS_B_1301_80x40x220_GIB_HEAD_TAPER_KEY	220.0	80.0	40.0	3.0	63.0	80.0	St	JIS B 1301	1996
JIS B 1301 KEY 80x40x250 TAPER WITH GIB HEAD	JIS_B_1301_80x40x250_GIB_HEAD_TAPER_KEY	250.0	80.0	40.0	3.0	63.0	80.0	St	JIS B 1301	1996
JIS B 1301 KEY 80x40x280 TAPER WITH GIB HEAD	JIS_B_1301_80x40x280_GIB_HEAD_TAPER_KEY	280.0	80.0	40.0	3.0	63.0	80.0	St	JIS B 1301	1996
JIS B 1301 KEY 80x40x320 TAPER WITH GIB HEAD	JIS_B_1301_80x40x320_GIB_HEAD_TAPER_KEY	320.0	80.0	40.0	3.0	63.0	80.0	St	JIS B 1301	1996
JIS B 1301 KEY 80x40x360 TAPER WITH GIB HEAD	JIS_B_1301_80x40x360_GIB_HEAD_TAPER_KEY	360.0	80.0	40.0	3.0	63.0	80.0	St	JIS B 1301	1996
JIS B 1301 KEY 80x40x400 TAPER WITH GIB HEAD	JIS_B_1301_80x40x400_GIB_HEAD_TAPER_KEY	400.0	80.0	40.0	3.0	63.0	80.0	St	JIS B 1301	1996
JIS B 1301 KEY 90x45x100 TAPER WITH GIB HEAD	JIS_B_1301_90x45x100_GIB_HEAD_TAPER_KEY	100.0	90.0	45.0	3.0	70.0	90.0	St	JIS B 1301	1996
JIS B 1301 KEY 90x45x110 TAPER WITH GIB HEAD	JIS_B_1301_90x45x110_GIB_HEAD_TAPER_KEY	110.0	90.0	45.0	3.0	70.0	90.0	St	JIS B 1301	1996
JIS B 1301 KEY 90x45x125 TAPER WITH GIB HEAD	JIS_B_1301_90x45x125_GIB_HEAD_TAPER_KEY	125.0	90.0	45.0	3.0	70.0	90.0	St	JIS B 1301	1996
JIS B 1301 KEY 90x45x140 TAPER WITH GIB HEAD	JIS_B_1301_90x45x140_GIB_HEAD_TAPER_KEY	140.0	90.0	45.0	3.0	70.0	90.0	St	JIS B 1301	1996
JIS B 1301 KEY 90x45x160 TAPER WITH GIB HEAD	JIS_B_1301_90x45x160_GIB_HEAD_TAPER_KEY	160.0	90.0	45.0	3.0	70.0	90.0	St	JIS B 1301	1996
JIS B 1301 KEY 90x45x180 TAPER WITH GIB HEAD	JIS_B_1301_90x45x180_GIB_HEAD_TAPER_KEY	180.0	90.0	45.0	3.0	70.0	90.0	St	JIS B 1301	1996
JIS B 1301 KEY 90x45x200 TAPER WITH GIB HEAD	JIS_B_1301_90x45x200_GIB_HEAD_TAPER_KEY	200.0	90.0	45.0	3.0	70.0	90.0	St	JIS B 1301	1996
JIS B 1301 KEY 90x45x220 TAPER WITH GIB HEAD	JIS_B_1301_90x45x220_GIB_HEAD_TAPER_KEY	220.0	90.0	45.0	3.0	70.0	90.0	St	JIS B 1301	1996
JIS B 1301 KEY 90x45x250 TAPER WITH GIB HEAD	JIS_B_1301_90x45x250_GIB_HEAD_TAPER_KEY	250.0	90.0	45.0	3.0	70.0	90.0	St	JIS B 1301	1996
JIS B 1301 KEY 90x45x280 TAPER WITH GIB HEAD	JIS_B_1301_90x45x280_GIB_HEAD_TAPER_KEY	280.0	90.0	45.0	3.0	70.0	90.0	St	JIS B 1301	1996
JIS B 1301 KEY 90x45x320 TAPER WITH GIB HEAD	JIS_B_1301_90x45x320_GIB_HEAD_TAPER_KEY	320.0	90.0	45.0	3.0	70.0	90.0	St	JIS B 1301	1996
JIS B 1301 KEY 90x45x360 TAPER WITH GIB HEAD	JIS_B_1301_90x45x360_GIB_HEAD_TAPER_KEY	360.0	90.0	45.0	3.0	70.0	90.0	St	JIS B 1301	1996
JIS B 1301 KEY 90x45x400 TAPER WITH GIB HEAD	JIS_B_1301_90x45x400_GIB_HEAD_TAPER_KEY	400.0	90.0	45.0	3.0	70.0	90.0	St	JIS B 1301	1996
JIS B 1301 KEY 100x50x100 TAPER WITH GIB HEAD	JIS_B_1301_100x50x100_GIB_HEAD_TAPER_KEY	100.0	100.0	50.0	3.0	80.0	100.0	St	JIS B 1301	1996
