PartNumber	PartName	Designation	d_dia(mm)	P_pitch(mm)	Threading(mm)	l_length_nom(mm)	a_max(mm)	b_min(mm)	dk_head_dia(mm)	k_max(mm)	r_max(mm)	x_max(mm)	m_recess_ref(mm)	Recess_penetration_max(mm)	slot_width(mm)	cross_recess_no	type	Grade	Material	Reference	Edition
JIS B 1111 SCREW M1.6x3 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M1.6x3_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M1.6	1.6	0.35	1.3	3.0	0.7	25.0	3.0	1.0	0.4	0.9	1.6	0.9	0.36	0.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M1.6x4 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M1.6x4_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M1.6	1.6	0.35	2.3	4.0	0.7	25.0	3.0	1.0	0.4	0.9	1.6	0.9	0.36	0.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M1.6x5 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M1.6x5_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M1.6	1.6	0.35	3.3	5.0	0.7	25.0	3.0	1.0	0.4	0.9	1.6	0.9	0.36	0.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M1.6x6 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M1.6x6_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M1.6	1.6	0.35	4.3	6.0	0.7	25.0	3.0	1.0	0.4	0.9	1.6	0.9	0.36	0.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M1.6x8 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M1.6x8_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M1.6	1.6	0.35	6.3	8.0	0.7	25.0	3.0	1.0	0.4	0.9	1.6	0.9	0.36	0.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M1.6x10 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M1.6x10_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M1.6	1.6	0.35	8.3	10.0	0.7	25.0	3.0	1.0	0.4	0.9	1.6	0.9	0.36	0.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M1.6x12 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M1.6x12_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M1.6	1.6	0.35	10.3	12.0	0.7	25.0	3.0	1.0	0.4	0.9	1.6	0.9	0.36	0.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M1.6x14 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M1.6x14_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M1.6	1.6	0.35	12.3	14.0	0.7	25.0	3.0	1.0	0.4	0.9	1.6	0.9	0.36	0.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M1.6x16 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M1.6x16_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M1.6	1.6	0.35	14.3	16.0	0.7	25.0	3.0	1.0	0.4	0.9	1.6	0.9	0.36	0.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2x3 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M2x3_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M2	2.0	0.4	0.8	3.0	0.8	25.0	3.8	1.2	0.5	1.0	1.9	1.2	0.56	1.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2x4 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M2x4_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M2	2.0	0.4	1.8	4.0	0.8	25.0	3.8	1.2	0.5	1.0	1.9	1.2	0.56	1.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2x5 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M2x5_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M2	2.0	0.4	2.8	5.0	0.8	25.0	3.8	1.2	0.5	1.0	1.9	1.2	0.56	1.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2x6 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M2x6_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M2	2.0	0.4	3.8	6.0	0.8	25.0	3.8	1.2	0.5	1.0	1.9	1.2	0.56	1.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2x8 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M2x8_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M2	2.0	0.4	5.8	8.0	0.8	25.0	3.8	1.2	0.5	1.0	1.9	1.2	0.56	1.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2x10 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M2x10_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M2	2.0	0.4	7.8	10.0	0.8	25.0	3.8	1.2	0.5	1.0	1.9	1.2	0.56	1.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2x12 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M2x12_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M2	2.0	0.4	9.8	12.0	0.8	25.0	3.8	1.2	0.5	1.0	1.9	1.2	0.56	1.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2x14 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M2x14_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M2	2.0	0.4	11.8	14.0	0.8	25.0	3.8	1.2	0.5	1.0	1.9	1.2	0.56	1.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2x16 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M2x16_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M2	2.0	0.4	13.8	16.0	0.8	25.0	3.8	1.2	0.5	1.0	1.9	1.2	0.56	1.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2x20 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M2x20_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M2	2.0	0.4	17.8	20.0	0.8	25.0	3.8	1.2	0.5	1.0	1.9	1.2	0.56	1.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2.5x3 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M2.5x3_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M2.5	2.5	0.45	0.375	3.0	0.9	25.0	4.7	1.5	0.6	1.1	2.9	1.8	0.56	1.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2.5x4 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M2.5x4_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M2.5	2.5	0.45	1.375	4.0	0.9	25.0	4.7	1.5	0.6	1.1	2.9	1.8	0.56	1.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2.5x5 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M2.5x5_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M2.5	2.5	0.45	2.375	5.0	0.9	25.0	4.7	1.5	0.6	1.1	2.9	1.8	0.56	1.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2.5x6 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M2.5x6_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M2.5	2.5	0.45	3.375	6.0	0.9	25.0	4.7	1.5	0.6	1.1	2.9	1.8	0.56	1.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2.5x8 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M2.5x8_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M2.5	2.5	0.45	5.375	8.0	0.9	25.0	4.7	1.5	0.6	1.1	2.9	1.8	0.56	1.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2.5x10 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M2.5x10_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M2.5	2.5	0.45	7.375	10.0	0.9	25.0	4.7	1.5	0.6	1.1	2.9	1.8	0.56	1.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2.5x12 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M2.5x12_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M2.5	2.5	0.45	9.375	12.0	0.9	25.0	4.7	1.5	0.6	1.1	2.9	1.8	0.56	1.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2.5x14 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M2.5x14_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M2.5	2.5	0.45	11.375	14.0	0.9	25.0	4.7	1.5	0.6	1.1	2.9	1.8	0.56	1.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2.5x16 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M2.5x16_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M2.5	2.5	0.45	13.375	16.0	0.9	25.0	4.7	1.5	0.6	1.1	2.9	1.8	0.56	1.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2.5x20 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M2.5x20_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M2.5	2.5	0.45	17.375	20.0	0.9	25.0	4.7	1.5	0.6	1.1	2.9	1.8	0.56	1.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M2.5x25 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M2.5x25_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M2.5	2.5	0.45	22.375	25.0	0.9	25.0	4.7	1.5	0.6	1.1	2.9	1.8	0.56	1.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3x4 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M3x4_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M3	3.0	0.5	1.1	4.0	1.0	25.0	5.5	1.65	0.8	1.25	3.2	2.1	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3x5 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M3x5_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M3	3.0	0.5	2.1	5.0	1.0	25.0	5.5	1.65	0.8	1.25	3.2	2.1	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3x6 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M3x6_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M3	3.0	0.5	3.1	6.0	1.0	25.0	5.5	1.65	0.8	1.25	3.2	2.1	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3x8 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M3x8_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M3	3.0	0.5	5.1	8.0	1.0	25.0	5.5	1.65	0.8	1.25	3.2	2.1	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3x10 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M3x10_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M3	3.0	0.5	7.1	10.0	1.0	25.0	5.5	1.65	0.8	1.25	3.2	2.1	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3x12 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M3x12_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M3	3.0	0.5	9.1	12.0	1.0	25.0	5.5	1.65	0.8	1.25	3.2	2.1	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3x14 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M3x14_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M3	3.0	0.5	11.1	14.0	1.0	25.0	5.5	1.65	0.8	1.25	3.2	2.1	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3x16 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M3x16_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M3	3.0	0.5	13.1	16.0	1.0	25.0	5.5	1.65	0.8	1.25	3.2	2.1	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3x20 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M3x20_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M3	3.0	0.5	17.1	20.0	1.0	25.0	5.5	1.65	0.8	1.25	3.2	2.1	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3x25 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M3x25_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M3	3.0	0.5	22.1	25.0	1.0	25.0	5.5	1.65	0.8	1.25	3.2	2.1	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3x30 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M3x30_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M3	3.0	0.5	27.1	30.0	1.0	25.0	5.5	1.65	0.8	1.25	3.2	2.1	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3.5x5 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M3.5x5_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M3.5	3.5	0.6	1.15	5.0	1.2	38.0	7.3	2.35	0.9	1.5	4.4	2.4	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3.5x6 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M3.5x6_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M3.5	3.5	0.6	2.15	6.0	1.2	38.0	7.3	2.35	0.9	1.5	4.4	2.4	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3.5x8 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M3.5x8_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M3.5	3.5	0.6	4.15	8.0	1.2	38.0	7.3	2.35	0.9	1.5	4.4	2.4	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3.5x10 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M3.5x10_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M3.5	3.5	0.6	6.15	10.0	1.2	38.0	7.3	2.35	0.9	1.5	4.4	2.4	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3.5x12 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M3.5x12_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M3.5	3.5	0.6	8.15	12.0	1.2	38.0	7.3	2.35	0.9	1.5	4.4	2.4	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3.5x14 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M3.5x14_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M3.5	3.5	0.6	10.15	14.0	1.2	38.0	7.3	2.35	0.9	1.5	4.4	2.4	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3.5x16 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M3.5x16_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M3.5	3.5	0.6	12.15	16.0	1.2	38.0	7.3	2.35	0.9	1.5	4.4	2.4	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3.5x20 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M3.5x20_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M3.5	3.5	0.6	16.15	20.0	1.2	38.0	7.3	2.35	0.9	1.5	4.4	2.4	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3.5x25 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M3.5x25_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M3.5	3.5	0.6	21.15	25.0	1.2	38.0	7.3	2.35	0.9	1.5	4.4	2.4	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3.5x30 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M3.5x30_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M3.5	3.5	0.6	26.15	30.0	1.2	38.0	7.3	2.35	0.9	1.5	4.4	2.4	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3.5x35 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M3.5x35_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M3.5	3.5	0.6	31.15	35.0	1.2	38.0	7.3	2.35	0.9	1.5	4.4	2.4	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x5 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M4x5_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M4	4.0	0.7	0.55	5.0	1.4	38.0	8.4	2.7	1.0	1.75	4.6	2.6	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x6 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M4x6_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M4	4.0	0.7	1.55	6.0	1.4	38.0	8.4	2.7	1.0	1.75	4.6	2.6	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x8 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M4x8_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M4	4.0	0.7	3.55	8.0	1.4	38.0	8.4	2.7	1.0	1.75	4.6	2.6	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x10 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M4x10_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M4	4.0	0.7	5.55	10.0	1.4	38.0	8.4	2.7	1.0	1.75	4.6	2.6	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x12 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M4x12_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M4	4.0	0.7	7.55	12.0	1.4	38.0	8.4	2.7	1.0	1.75	4.6	2.6	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x14 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M4x14_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M4	4.0	0.7	9.55	14.0	1.4	38.0	8.4	2.7	1.0	1.75	4.6	2.6	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x16 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M4x16_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M4	4.0	0.7	11.55	16.0	1.4	38.0	8.4	2.7	1.0	1.75	4.6	2.6	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x20 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M4x20_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M4	4.0	0.7	15.55	20.0	1.4	38.0	8.4	2.7	1.0	1.75	4.6	2.6	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x25 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M4x25_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M4	4.0	0.7	20.55	25.0	1.4	38.0	8.4	2.7	1.0	1.75	4.6	2.6	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x30 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M4x30_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M4	4.0	0.7	25.55	30.0	1.4	38.0	8.4	2.7	1.0	1.75	4.6	2.6	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x35 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M4x35_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M4	4.0	0.7	30.55	35.0	1.4	38.0	8.4	2.7	1.0	1.75	4.6	2.6	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x40 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M4x40_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M4	4.0	0.7	35.55	40.0	1.4	38.0	8.4	2.7	1.0	1.75	4.6	2.6	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x6 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M5x6_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M5	5.0	0.8	1.3	6.0	1.6	38.0	9.3	2.7	1.3	2.0	5.2	3.2	0.74	2.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x8 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M5x8_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M5	5.0	0.8	3.3	8.0	1.6	38.0	9.3	2.7	1.3	2.0	5.2	3.2	0.86	3.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x10 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M5x10_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M5	5.0	0.8	5.3	10.0	1.6	38.0	9.3	2.7	1.3	2.0	5.2	3.2	0.86	3.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x12 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M5x12_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M5	5.0	0.8	7.3	12.0	1.6	38.0	9.3	2.7	1.3	2.0	5.2	3.2	0.86	3.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x14 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M5x14_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M5	5.0	0.8	9.3	14.0	1.6	38.0	9.3	2.7	1.3	2.0	5.2	3.2	0.86	3.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x16 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M5x16_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M5	5.0	0.8	11.3	16.0	1.6	38.0	9.3	2.7	1.3	2.0	5.2	3.2	0.86	3.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x20 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M5x20_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M5	5.0	0.8	15.3	20.0	1.6	38.0	9.3	2.7	1.3	2.0	5.2	3.2	0.86	3.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x25 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M5x25_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M5	5.0	0.8	20.3	25.0	1.6	38.0	9.3	2.7	1.3	2.0	5.2	3.2	0.86	3.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x30 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M5x30_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M5	5.0	0.8	25.3	30.0	1.6	38.0	9.3	2.7	1.3	2.0	5.2	3.2	0.86	3.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x35 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M5x35_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M5	5.0	0.8	30.3	35.0	1.6	38.0	9.3	2.7	1.3	2.0	5.2	3.2	0.86	3.0	H	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x40 STEEL GR A CROSS REC CSK HD TYPE H CL 4.8	JIS_B_1111_M5x40_STEEL_GR_A_TYPE_H_CL_4.8_X_RECESSED_CSK_HD_SCREW	M5	5.0	0.8	35.3	40.0	1.6	38.0	9.3	2.7	1.3	2.0	5.2	3.2	0.86	3.0	H	A	St	JIS B 1111	1996
