PartNumber	PartName	l_length(mm)	b_width(mm)	h_height(mm)	c_chamfer_max(mm)	Material	Reference	Edition
JIS B 1301 KEY 36x20x360 TAPER WITHOUT GIB HEAD	JIS_B_1301_36x20x360_WITHOUT_GIB_HEAD_TAPER_KEY	360	36	20	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 36x20x400 TAPER WITHOUT GIB HEAD	JIS_B_1301_36x20x400_WITHOUT_GIB_HEAD_TAPER_KEY	400	36	20	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 38x24x100 TAPER WITHOUT GIB HEAD	JIS_B_1301_38x24x100_WITHOUT_GIB_HEAD_TAPER_KEY	100	38	24	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 38x24x110 TAPER WITHOUT GIB HEAD	JIS_B_1301_38x24x110_WITHOUT_GIB_HEAD_TAPER_KEY	110	38	24	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 38x24x125 TAPER WITHOUT GIB HEAD	JIS_B_1301_38x24x125_WITHOUT_GIB_HEAD_TAPER_KEY	125	38	24	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 38x24x140 TAPER WITHOUT GIB HEAD	JIS_B_1301_38x24x140_WITHOUT_GIB_HEAD_TAPER_KEY	140	38	24	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 38x24x160 TAPER WITHOUT GIB HEAD	JIS_B_1301_38x24x160_WITHOUT_GIB_HEAD_TAPER_KEY	160	38	24	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 38x24x180 TAPER WITHOUT GIB HEAD	JIS_B_1301_38x24x180_WITHOUT_GIB_HEAD_TAPER_KEY	180	38	24	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 38x24x200 TAPER WITHOUT GIB HEAD	JIS_B_1301_38x24x200_WITHOUT_GIB_HEAD_TAPER_KEY	200	38	24	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 38x24x220 TAPER WITHOUT GIB HEAD	JIS_B_1301_38x24x220_WITHOUT_GIB_HEAD_TAPER_KEY	220	38	24	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 38x24x250 TAPER WITHOUT GIB HEAD	JIS_B_1301_38x24x250_WITHOUT_GIB_HEAD_TAPER_KEY	250	38	24	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 38x24x280 TAPER WITHOUT GIB HEAD	JIS_B_1301_38x24x280_WITHOUT_GIB_HEAD_TAPER_KEY	280	38	24	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 38x24x320 TAPER WITHOUT GIB HEAD	JIS_B_1301_38x24x320_WITHOUT_GIB_HEAD_TAPER_KEY	320	38	24	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 38x24x360 TAPER WITHOUT GIB HEAD	JIS_B_1301_38x24x360_WITHOUT_GIB_HEAD_TAPER_KEY	360	38	24	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 38x24x400 TAPER WITHOUT GIB HEAD	JIS_B_1301_38x24x400_WITHOUT_GIB_HEAD_TAPER_KEY	400	38	24	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x100 TAPER WITHOUT GIB HEAD	JIS_B_1301_40x22x100_WITHOUT_GIB_HEAD_TAPER_KEY	100	40	22	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x110 TAPER WITHOUT GIB HEAD	JIS_B_1301_40x22x110_WITHOUT_GIB_HEAD_TAPER_KEY	110	40	22	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x125 TAPER WITHOUT GIB HEAD	JIS_B_1301_40x22x125_WITHOUT_GIB_HEAD_TAPER_KEY	125	40	22	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x140 TAPER WITHOUT GIB HEAD	JIS_B_1301_40x22x140_WITHOUT_GIB_HEAD_TAPER_KEY	140	40	22	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x160 TAPER WITHOUT GIB HEAD	JIS_B_1301_40x22x160_WITHOUT_GIB_HEAD_TAPER_KEY	160	40	22	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x180 TAPER WITHOUT GIB HEAD	JIS_B_1301_40x22x180_WITHOUT_GIB_HEAD_TAPER_KEY	180	40	22	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x200 TAPER WITHOUT GIB HEAD	JIS_B_1301_40x22x200_WITHOUT_GIB_HEAD_TAPER_KEY	200	40	22	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x220 TAPER WITHOUT GIB HEAD	JIS_B_1301_40x22x220_WITHOUT_GIB_HEAD_TAPER_KEY	220	40	22	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x250 TAPER WITHOUT GIB HEAD	JIS_B_1301_40x22x250_WITHOUT_GIB_HEAD_TAPER_KEY	250	40	22	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x280 TAPER WITHOUT GIB HEAD	JIS_B_1301_40x22x280_WITHOUT_GIB_HEAD_TAPER_KEY	280	40	22	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x320 TAPER WITHOUT GIB HEAD	JIS_B_1301_40x22x320_WITHOUT_GIB_HEAD_TAPER_KEY	320	40	22	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x360 TAPER WITHOUT GIB HEAD	JIS_B_1301_40x22x360_WITHOUT_GIB_HEAD_TAPER_KEY	360	40	22	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 40x22x400 TAPER WITHOUT GIB HEAD	JIS_B_1301_40x22x400_WITHOUT_GIB_HEAD_TAPER_KEY	400	40	22	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x100 TAPER WITHOUT GIB HEAD	JIS_B_1301_42x26x100_WITHOUT_GIB_HEAD_TAPER_KEY	100	42	26	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x110 TAPER WITHOUT GIB HEAD	JIS_B_1301_42x26x110_WITHOUT_GIB_HEAD_TAPER_KEY	110	42	26	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x125 TAPER WITHOUT GIB HEAD	JIS_B_1301_42x26x125_WITHOUT_GIB_HEAD_TAPER_KEY	125	42	26	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x140 TAPER WITHOUT GIB HEAD	JIS_B_1301_42x26x140_WITHOUT_GIB_HEAD_TAPER_KEY	140	42	26	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x160 TAPER WITHOUT GIB HEAD	JIS_B_1301_42x26x160_WITHOUT_GIB_HEAD_TAPER_KEY	160	42	26	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x180 TAPER WITHOUT GIB HEAD	JIS_B_1301_42x26x180_WITHOUT_GIB_HEAD_TAPER_KEY	180	42	26	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x200 TAPER WITHOUT GIB HEAD	JIS_B_1301_42x26x200_WITHOUT_GIB_HEAD_TAPER_KEY	200	42	26	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x220 TAPER WITHOUT GIB HEAD	JIS_B_1301_42x26x220_WITHOUT_GIB_HEAD_TAPER_KEY	220	42	26	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x250 TAPER WITHOUT GIB HEAD	JIS_B_1301_42x26x250_WITHOUT_GIB_HEAD_TAPER_KEY	250	42	26	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x280 TAPER WITHOUT GIB HEAD	JIS_B_1301_42x26x280_WITHOUT_GIB_HEAD_TAPER_KEY	280	42	26	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x320 TAPER WITHOUT GIB HEAD	JIS_B_1301_42x26x320_WITHOUT_GIB_HEAD_TAPER_KEY	320	42	26	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x360 TAPER WITHOUT GIB HEAD	JIS_B_1301_42x26x360_WITHOUT_GIB_HEAD_TAPER_KEY	360	42	26	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 42x26x400 TAPER WITHOUT GIB HEAD	JIS_B_1301_42x26x400_WITHOUT_GIB_HEAD_TAPER_KEY	400	42	26	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x100 TAPER WITHOUT GIB HEAD	JIS_B_1301_45x25x100_WITHOUT_GIB_HEAD_TAPER_KEY	100	45	25	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x110 TAPER WITHOUT GIB HEAD	JIS_B_1301_45x25x110_WITHOUT_GIB_HEAD_TAPER_KEY	110	45	25	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x125 TAPER WITHOUT GIB HEAD	JIS_B_1301_45x25x125_WITHOUT_GIB_HEAD_TAPER_KEY	125	45	25	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x140 TAPER WITHOUT GIB HEAD	JIS_B_1301_45x25x140_WITHOUT_GIB_HEAD_TAPER_KEY	140	45	25	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x160 TAPER WITHOUT GIB HEAD	JIS_B_1301_45x25x160_WITHOUT_GIB_HEAD_TAPER_KEY	160	45	25	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x180 TAPER WITHOUT GIB HEAD	JIS_B_1301_45x25x180_WITHOUT_GIB_HEAD_TAPER_KEY	180	45	25	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x200 TAPER WITHOUT GIB HEAD	JIS_B_1301_45x25x200_WITHOUT_GIB_HEAD_TAPER_KEY	200	45	25	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x220 TAPER WITHOUT GIB HEAD	JIS_B_1301_45x25x220_WITHOUT_GIB_HEAD_TAPER_KEY	220	45	25	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x250 TAPER WITHOUT GIB HEAD	JIS_B_1301_45x25x250_WITHOUT_GIB_HEAD_TAPER_KEY	250	45	25	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x280 TAPER WITHOUT GIB HEAD	JIS_B_1301_45x25x280_WITHOUT_GIB_HEAD_TAPER_KEY	280	45	25	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x320 TAPER WITHOUT GIB HEAD	JIS_B_1301_45x25x320_WITHOUT_GIB_HEAD_TAPER_KEY	320	45	25	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x360 TAPER WITHOUT GIB HEAD	JIS_B_1301_45x25x360_WITHOUT_GIB_HEAD_TAPER_KEY	360	45	25	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 45x25x400 TAPER WITHOUT GIB HEAD	JIS_B_1301_45x25x400_WITHOUT_GIB_HEAD_TAPER_KEY	400	45	25	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x100 TAPER WITHOUT GIB HEAD	JIS_B_1301_50x28x100_WITHOUT_GIB_HEAD_TAPER_KEY	100	50	28	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x110 TAPER WITHOUT GIB HEAD	JIS_B_1301_50x28x110_WITHOUT_GIB_HEAD_TAPER_KEY	110	50	28	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x125 TAPER WITHOUT GIB HEAD	JIS_B_1301_50x28x125_WITHOUT_GIB_HEAD_TAPER_KEY	125	50	28	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x140 TAPER WITHOUT GIB HEAD	JIS_B_1301_50x28x140_WITHOUT_GIB_HEAD_TAPER_KEY	140	50	28	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x160 TAPER WITHOUT GIB HEAD	JIS_B_1301_50x28x160_WITHOUT_GIB_HEAD_TAPER_KEY	160	50	28	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x180 TAPER WITHOUT GIB HEAD	JIS_B_1301_50x28x180_WITHOUT_GIB_HEAD_TAPER_KEY	180	50	28	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x200 TAPER WITHOUT GIB HEAD	JIS_B_1301_50x28x200_WITHOUT_GIB_HEAD_TAPER_KEY	200	50	28	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x220 TAPER WITHOUT GIB HEAD	JIS_B_1301_50x28x220_WITHOUT_GIB_HEAD_TAPER_KEY	220	50	28	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x250 TAPER WITHOUT GIB HEAD	JIS_B_1301_50x28x250_WITHOUT_GIB_HEAD_TAPER_KEY	250	50	28	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x280 TAPER WITHOUT GIB HEAD	JIS_B_1301_50x28x280_WITHOUT_GIB_HEAD_TAPER_KEY	280	50	28	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x320 TAPER WITHOUT GIB HEAD	JIS_B_1301_50x28x320_WITHOUT_GIB_HEAD_TAPER_KEY	320	50	28	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x360 TAPER WITHOUT GIB HEAD	JIS_B_1301_50x28x360_WITHOUT_GIB_HEAD_TAPER_KEY	360	50	28	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 50x28x400 TAPER WITHOUT GIB HEAD	JIS_B_1301_50x28x400_WITHOUT_GIB_HEAD_TAPER_KEY	400	50	28	1.2	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x100 TAPER WITHOUT GIB HEAD	JIS_B_1301_56x32x100_WITHOUT_GIB_HEAD_TAPER_KEY	100	56	32	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x110 TAPER WITHOUT GIB HEAD	JIS_B_1301_56x32x110_WITHOUT_GIB_HEAD_TAPER_KEY	110	56	32	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x125 TAPER WITHOUT GIB HEAD	JIS_B_1301_56x32x125_WITHOUT_GIB_HEAD_TAPER_KEY	125	56	32	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x140 TAPER WITHOUT GIB HEAD	JIS_B_1301_56x32x140_WITHOUT_GIB_HEAD_TAPER_KEY	140	56	32	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x160 TAPER WITHOUT GIB HEAD	JIS_B_1301_56x32x160_WITHOUT_GIB_HEAD_TAPER_KEY	160	56	32	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x180 TAPER WITHOUT GIB HEAD	JIS_B_1301_56x32x180_WITHOUT_GIB_HEAD_TAPER_KEY	180	56	32	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x200 TAPER WITHOUT GIB HEAD	JIS_B_1301_56x32x200_WITHOUT_GIB_HEAD_TAPER_KEY	200	56	32	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x220 TAPER WITHOUT GIB HEAD	JIS_B_1301_56x32x220_WITHOUT_GIB_HEAD_TAPER_KEY	220	56	32	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x250 TAPER WITHOUT GIB HEAD	JIS_B_1301_56x32x250_WITHOUT_GIB_HEAD_TAPER_KEY	250	56	32	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x280 TAPER WITHOUT GIB HEAD	JIS_B_1301_56x32x280_WITHOUT_GIB_HEAD_TAPER_KEY	280	56	32	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x320 TAPER WITHOUT GIB HEAD	JIS_B_1301_56x32x320_WITHOUT_GIB_HEAD_TAPER_KEY	320	56	32	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x360 TAPER WITHOUT GIB HEAD	JIS_B_1301_56x32x360_WITHOUT_GIB_HEAD_TAPER_KEY	360	56	32	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 56x32x400 TAPER WITHOUT GIB HEAD	JIS_B_1301_56x32x400_WITHOUT_GIB_HEAD_TAPER_KEY	400	56	32	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x100 TAPER WITHOUT GIB HEAD	JIS_B_1301_63x32x100_WITHOUT_GIB_HEAD_TAPER_KEY	100	63	32	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x110 TAPER WITHOUT GIB HEAD	JIS_B_1301_63x32x110_WITHOUT_GIB_HEAD_TAPER_KEY	110	63	32	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x125 TAPER WITHOUT GIB HEAD	JIS_B_1301_63x32x125_WITHOUT_GIB_HEAD_TAPER_KEY	125	63	32	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x140 TAPER WITHOUT GIB HEAD	JIS_B_1301_63x32x140_WITHOUT_GIB_HEAD_TAPER_KEY	140	63	32	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x160 TAPER WITHOUT GIB HEAD	JIS_B_1301_63x32x160_WITHOUT_GIB_HEAD_TAPER_KEY	160	63	32	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x180 TAPER WITHOUT GIB HEAD	JIS_B_1301_63x32x180_WITHOUT_GIB_HEAD_TAPER_KEY	180	63	32	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x200 TAPER WITHOUT GIB HEAD	JIS_B_1301_63x32x200_WITHOUT_GIB_HEAD_TAPER_KEY	200	63	32	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x220 TAPER WITHOUT GIB HEAD	JIS_B_1301_63x32x220_WITHOUT_GIB_HEAD_TAPER_KEY	220	63	32	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x250 TAPER WITHOUT GIB HEAD	JIS_B_1301_63x32x250_WITHOUT_GIB_HEAD_TAPER_KEY	250	63	32	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x280 TAPER WITHOUT GIB HEAD	JIS_B_1301_63x32x280_WITHOUT_GIB_HEAD_TAPER_KEY	280	63	32	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x320 TAPER WITHOUT GIB HEAD	JIS_B_1301_63x32x320_WITHOUT_GIB_HEAD_TAPER_KEY	320	63	32	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x360 TAPER WITHOUT GIB HEAD	JIS_B_1301_63x32x360_WITHOUT_GIB_HEAD_TAPER_KEY	360	63	32	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 63x32x400 TAPER WITHOUT GIB HEAD	JIS_B_1301_63x32x400_WITHOUT_GIB_HEAD_TAPER_KEY	400	63	32	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x100 TAPER WITHOUT GIB HEAD	JIS_B_1301_70x36x100_WITHOUT_GIB_HEAD_TAPER_KEY	100	70	36	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x110 TAPER WITHOUT GIB HEAD	JIS_B_1301_70x36x110_WITHOUT_GIB_HEAD_TAPER_KEY	110	70	36	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x125 TAPER WITHOUT GIB HEAD	JIS_B_1301_70x36x125_WITHOUT_GIB_HEAD_TAPER_KEY	125	70	36	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x140 TAPER WITHOUT GIB HEAD	JIS_B_1301_70x36x140_WITHOUT_GIB_HEAD_TAPER_KEY	140	70	36	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x160 TAPER WITHOUT GIB HEAD	JIS_B_1301_70x36x160_WITHOUT_GIB_HEAD_TAPER_KEY	160	70	36	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x180 TAPER WITHOUT GIB HEAD	JIS_B_1301_70x36x180_WITHOUT_GIB_HEAD_TAPER_KEY	180	70	36	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x200 TAPER WITHOUT GIB HEAD	JIS_B_1301_70x36x200_WITHOUT_GIB_HEAD_TAPER_KEY	200	70	36	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x220 TAPER WITHOUT GIB HEAD	JIS_B_1301_70x36x220_WITHOUT_GIB_HEAD_TAPER_KEY	220	70	36	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x250 TAPER WITHOUT GIB HEAD	JIS_B_1301_70x36x250_WITHOUT_GIB_HEAD_TAPER_KEY	250	70	36	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x280 TAPER WITHOUT GIB HEAD	JIS_B_1301_70x36x280_WITHOUT_GIB_HEAD_TAPER_KEY	280	70	36	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x320 TAPER WITHOUT GIB HEAD	JIS_B_1301_70x36x320_WITHOUT_GIB_HEAD_TAPER_KEY	320	70	36	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x360 TAPER WITHOUT GIB HEAD	JIS_B_1301_70x36x360_WITHOUT_GIB_HEAD_TAPER_KEY	360	70	36	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 70x36x400 TAPER WITHOUT GIB HEAD	JIS_B_1301_70x36x400_WITHOUT_GIB_HEAD_TAPER_KEY	400	70	36	2.0	St	JIS B 1301	1996
JIS B 1301 KEY 80x40x100 TAPER WITHOUT GIB HEAD	JIS_B_1301_80x40x100_WITHOUT_GIB_HEAD_TAPER_KEY	100	80	40	3.0	St	JIS B 1301	1996
JIS B 1301 KEY 80x40x110 TAPER WITHOUT GIB HEAD	JIS_B_1301_80x40x110_WITHOUT_GIB_HEAD_TAPER_KEY	110	80	40	3.0	St	JIS B 1301	1996
JIS B 1301 KEY 80x40x125 TAPER WITHOUT GIB HEAD	JIS_B_1301_80x40x125_WITHOUT_GIB_HEAD_TAPER_KEY	125	80	40	3.0	St	JIS B 1301	1996
JIS B 1301 KEY 80x40x140 TAPER WITHOUT GIB HEAD	JIS_B_1301_80x40x140_WITHOUT_GIB_HEAD_TAPER_KEY	140	80	40	3.0	St	JIS B 1301	1996
JIS B 1301 KEY 80x40x160 TAPER WITHOUT GIB HEAD	JIS_B_1301_80x40x160_WITHOUT_GIB_HEAD_TAPER_KEY	160	80	40	3.0	St	JIS B 1301	1996
JIS B 1301 KEY 80x40x180 TAPER WITHOUT GIB HEAD	JIS_B_1301_80x40x180_WITHOUT_GIB_HEAD_TAPER_KEY	180	80	40	3.0	St	JIS B 1301	1996
JIS B 1301 KEY 80x40x200 TAPER WITHOUT GIB HEAD	JIS_B_1301_80x40x200_WITHOUT_GIB_HEAD_TAPER_KEY	200	80	40	3.0	St	JIS B 1301	1996
JIS B 1301 KEY 80x40x220 TAPER WITHOUT GIB HEAD	JIS_B_1301_80x40x220_WITHOUT_GIB_HEAD_TAPER_KEY	220	80	40	3.0	St	JIS B 1301	1996
JIS B 1301 KEY 80x40x250 TAPER WITHOUT GIB HEAD	JIS_B_1301_80x40x250_WITHOUT_GIB_HEAD_TAPER_KEY	250	80	40	3.0	St	JIS B 1301	1996
JIS B 1301 KEY 80x40x280 TAPER WITHOUT GIB HEAD	JIS_B_1301_80x40x280_WITHOUT_GIB_HEAD_TAPER_KEY	280	80	40	3.0	St	JIS B 1301	1996
JIS B 1301 KEY 80x40x320 TAPER WITHOUT GIB HEAD	JIS_B_1301_80x40x320_WITHOUT_GIB_HEAD_TAPER_KEY	320	80	40	3.0	St	JIS B 1301	1996
JIS B 1301 KEY 80x40x360 TAPER WITHOUT GIB HEAD	JIS_B_1301_80x40x360_WITHOUT_GIB_HEAD_TAPER_KEY	360	80	40	3.0	St	JIS B 1301	1996
JIS B 1301 KEY 80x40x400 TAPER WITHOUT GIB HEAD	JIS_B_1301_80x40x400_WITHOUT_GIB_HEAD_TAPER_KEY	400	80	40	3.0	St	JIS B 1301	1996
JIS B 1301 KEY 90x45x100 TAPER WITHOUT GIB HEAD	JIS_B_1301_90x45x100_WITHOUT_GIB_HEAD_TAPER_KEY	100	90	45	3.0	St	JIS B 1301	1996
JIS B 1301 KEY 90x45x110 TAPER WITHOUT GIB HEAD	JIS_B_1301_90x45x110_WITHOUT_GIB_HEAD_TAPER_KEY	110	90	45	3.0	St	JIS B 1301	1996
JIS B 1301 KEY 90x45x125 TAPER WITHOUT GIB HEAD	JIS_B_1301_90x45x125_WITHOUT_GIB_HEAD_TAPER_KEY	125	90	45	3.0	St	JIS B 1301	1996
JIS B 1301 KEY 90x45x140 TAPER WITHOUT GIB HEAD	JIS_B_1301_90x45x140_WITHOUT_GIB_HEAD_TAPER_KEY	140	90	45	3.0	St	JIS B 1301	1996
JIS B 1301 KEY 90x45x160 TAPER WITHOUT GIB HEAD	JIS_B_1301_90x45x160_WITHOUT_GIB_HEAD_TAPER_KEY	160	90	45	3.0	St	JIS B 1301	1996
JIS B 1301 KEY 90x45x180 TAPER WITHOUT GIB HEAD	JIS_B_1301_90x45x180_WITHOUT_GIB_HEAD_TAPER_KEY	180	90	45	3.0	St	JIS B 1301	1996
JIS B 1301 KEY 90x45x200 TAPER WITHOUT GIB HEAD	JIS_B_1301_90x45x200_WITHOUT_GIB_HEAD_TAPER_KEY	200	90	45	3.0	St	JIS B 1301	1996
JIS B 1301 KEY 90x45x220 TAPER WITHOUT GIB HEAD	JIS_B_1301_90x45x220_WITHOUT_GIB_HEAD_TAPER_KEY	220	90	45	3.0	St	JIS B 1301	1996
JIS B 1301 KEY 90x45x250 TAPER WITHOUT GIB HEAD	JIS_B_1301_90x45x250_WITHOUT_GIB_HEAD_TAPER_KEY	250	90	45	3.0	St	JIS B 1301	1996
JIS B 1301 KEY 90x45x280 TAPER WITHOUT GIB HEAD	JIS_B_1301_90x45x280_WITHOUT_GIB_HEAD_TAPER_KEY	280	90	45	3.0	St	JIS B 1301	1996
JIS B 1301 KEY 90x45x320 TAPER WITHOUT GIB HEAD	JIS_B_1301_90x45x320_WITHOUT_GIB_HEAD_TAPER_KEY	320	90	45	3.0	St	JIS B 1301	1996
JIS B 1301 KEY 90x45x360 TAPER WITHOUT GIB HEAD	JIS_B_1301_90x45x360_WITHOUT_GIB_HEAD_TAPER_KEY	360	90	45	3.0	St	JIS B 1301	1996
JIS B 1301 KEY 90x45x400 TAPER WITHOUT GIB HEAD	JIS_B_1301_90x45x400_WITHOUT_GIB_HEAD_TAPER_KEY	400	90	45	3.0	St	JIS B 1301	1996
JIS B 1301 KEY 100x50x100 TAPER WITHOUT GIB HEAD	JIS_B_1301_100x50x100_WITHOUT_GIB_HEAD_TAPER_KEY	100	100	50	3.0	St	JIS B 1301	1996
JIS B 1301 KEY 100x50x110 TAPER WITHOUT GIB HEAD	JIS_B_1301_100x50x110_WITHOUT_GIB_HEAD_TAPER_KEY	110	100	50	3.0	St	JIS B 1301	1996
JIS B 1301 KEY 100x50x125 TAPER WITHOUT GIB HEAD	JIS_B_1301_100x50x125_WITHOUT_GIB_HEAD_TAPER_KEY	125	100	50	3.0	St	JIS B 1301	1996
JIS B 1301 KEY 100x50x140 TAPER WITHOUT GIB HEAD	JIS_B_1301_100x50x140_WITHOUT_GIB_HEAD_TAPER_KEY	140	100	50	3.0	St	JIS B 1301	1996
JIS B 1301 KEY 100x50x160 TAPER WITHOUT GIB HEAD	JIS_B_1301_100x50x160_WITHOUT_GIB_HEAD_TAPER_KEY	160	100	50	3.0	St	JIS B 1301	1996
JIS B 1301 KEY 100x50x180 TAPER WITHOUT GIB HEAD	JIS_B_1301_100x50x180_WITHOUT_GIB_HEAD_TAPER_KEY	180	100	50	3.0	St	JIS B 1301	1996
JIS B 1301 KEY 100x50x200 TAPER WITHOUT GIB HEAD	JIS_B_1301_100x50x200_WITHOUT_GIB_HEAD_TAPER_KEY	200	100	50	3.0	St	JIS B 1301	1996
JIS B 1301 KEY 100x50x220 TAPER WITHOUT GIB HEAD	JIS_B_1301_100x50x220_WITHOUT_GIB_HEAD_TAPER_KEY	220	100	50	3.0	St	JIS B 1301	1996
