PartNumber	PartName	Designation	d_dia(mm)	P_pitch(mm)	threading(mm)	l_length(mm)	l_length_max(mm)	a_max(mm)	a_min(mm)	c_max(mm)	da_max(mm)	dw_min(mm)	e_min(mm)	k_max_head_depth(mm)	kw_head_edge_length(mm)	r_min(mm)	s_nom_across_flats(mm)	Grade	Material	Reference	Edition
EN ISO 4018 SCREW M20x60 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M20x60_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M20	20.0	2.5	52.5	60.0	61.5	7.5	2.5	0.8	24.4	27.7	32.95	13.4	8.12	0.8	30.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M20x65 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M20x65_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M20	20.0	2.5	57.5	65.0	66.5	7.5	2.5	0.8	24.4	27.7	32.95	13.4	8.12	0.8	30.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M20x70 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M20x70_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M20	20.0	2.5	62.5	70.0	71.5	7.5	2.5	0.8	24.4	27.7	32.95	13.4	8.12	0.8	30.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M20x80 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M20x80_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M20	20.0	2.5	72.5	80.0	81.5	7.5	2.5	0.8	24.4	27.7	32.95	13.4	8.12	0.8	30.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M20x90 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M20x90_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M20	20.0	2.5	82.5	90.0	91.75	7.5	2.5	0.8	24.4	27.7	32.95	13.4	8.12	0.8	30.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M20x100 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M20x100_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M20	20.0	2.5	92.5	100.0	101.75	7.5	2.5	0.8	24.4	27.7	32.95	13.4	8.12	0.8	30.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M20x110 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M20x110_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M20	20.0	2.5	102.5	110.0	111.75	7.5	2.5	0.8	24.4	27.7	32.95	13.4	8.12	0.8	30.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M20x120 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M20x120_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M20	20.0	2.5	112.5	120.0	121.75	7.5	2.5	0.8	24.4	27.7	32.95	13.4	8.12	0.8	30.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M20x130 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M20x130_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M20	20.0	2.5	122.5	130.0	132.0	7.5	2.5	0.8	24.4	27.7	32.95	13.4	8.12	0.8	30.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M20x140 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M20x140_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M20	20.0	2.5	132.5	140.0	142.0	7.5	2.5	0.8	24.4	27.7	32.95	13.4	8.12	0.8	30.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M20x150 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M20x150_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M20	20.0	2.5	142.5	150.0	152.0	7.5	2.5	0.8	24.4	27.7	32.95	13.4	8.12	0.8	30.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M20x160 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M20x160_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M20	20.0	2.5	152.5	160.0	164.0	7.5	2.5	0.8	24.4	27.7	32.95	13.4	8.12	0.8	30.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M20x180 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M20x180_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M20	20.0	2.5	172.5	180.0	184.0	7.5	2.5	0.8	24.4	27.7	32.95	13.4	8.12	0.8	30.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M20x200 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M20x200_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M20	20.0	2.5	192.5	200.0	204.6	7.5	2.5	0.8	24.4	27.7	32.95	13.4	8.12	0.8	30.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M24x50 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M24x50_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M24	24.0	3.0	41.0	50.0	51.25	9.0	3.0	0.8	28.4	33.25	39.55	15.9	9.87	0.8	36.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M24x55 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M24x55_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M24	24.0	3.0	46.0	55.0	56.5	9.0	3.0	0.8	28.4	33.25	39.55	15.9	9.87	0.8	36.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M24x60 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M24x60_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M24	24.0	3.0	51.0	60.0	61.5	9.0	3.0	0.8	28.4	33.25	39.55	15.9	9.87	0.8	36.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M24x65 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M24x65_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M24	24.0	3.0	56.0	65.0	66.5	9.0	3.0	0.8	28.4	33.25	39.55	15.9	9.87	0.8	36.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M24x70 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M24x70_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M24	24.0	3.0	61.0	70.0	71.5	9.0	3.0	0.8	28.4	33.25	39.55	15.9	9.87	0.8	36.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M24x80 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M24x80_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M24	24.0	3.0	71.0	80.0	81.5	9.0	3.0	0.8	28.4	33.25	39.55	15.9	9.87	0.8	36.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M24x90 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M24x90_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M24	24.0	3.0	81.0	90.0	91.75	9.0	3.0	0.8	28.4	33.25	39.55	15.9	9.87	0.8	36.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M24x100 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M24x100_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M24	24.0	3.0	91.0	100.0	101.75	9.0	3.0	0.8	28.4	33.25	39.55	15.9	9.87	0.8	36.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M24x110 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M24x110_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M24	24.0	3.0	101.0	110.0	111.75	9.0	3.0	0.8	28.4	33.25	39.55	15.9	9.87	0.8	36.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M24x120 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M24x120_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M24	24.0	3.0	111.0	120.0	121.75	9.0	3.0	0.8	28.4	33.25	39.55	15.9	9.87	0.8	36.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M24x130 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M24x130_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M24	24.0	3.0	121.0	130.0	132.0	9.0	3.0	0.8	28.4	33.25	39.55	15.9	9.87	0.8	36.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M24x140 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M24x140_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M24	24.0	3.0	131.0	140.0	142.0	9.0	3.0	0.8	28.4	33.25	39.55	15.9	9.87	0.8	36.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M24x150 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M24x150_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M24	24.0	3.0	141.0	150.0	152.0	9.0	3.0	0.8	28.4	33.25	39.55	15.9	9.87	0.8	36.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M24x160 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M24x160_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M24	24.0	3.0	151.0	160.0	164.0	9.0	3.0	0.8	28.4	33.25	39.55	15.9	9.87	0.8	36.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M24x180 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M24x180_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M24	24.0	3.0	171.0	180.0	184.0	9.0	3.0	0.8	28.4	33.25	39.55	15.9	9.87	0.8	36.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M24x200 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M24x200_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M24	24.0	3.0	191.0	200.0	204.6	9.0	3.0	0.8	28.4	33.25	39.55	15.9	9.87	0.8	36.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M24x220 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M24x220_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M24	24.0	3.0	211.0	220.0	224.6	9.0	3.0	0.8	28.4	33.25	39.55	15.9	9.87	0.8	36.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M24x240 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M24x240_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M24	24.0	3.0	231.0	240.0	244.6	9.0	3.0	0.8	28.4	33.25	39.55	15.9	9.87	0.8	36.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M30x60 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M30x60_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M30	30.0	3.5	49.5	60.0	61.5	10.5	3.5	0.8	35.4	42.75	50.85	19.75	12.36	1.0	46.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M30x65 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M30x65_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M30	30.0	3.5	54.5	65.0	66.5	10.5	3.5	0.8	35.4	42.75	50.85	19.75	12.36	1.0	46.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M30x70 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M30x70_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M30	30.0	3.5	59.5	70.0	71.5	10.5	3.5	0.8	35.4	42.75	50.85	19.75	12.36	1.0	46.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M30x80 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M30x80_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M30	30.0	3.5	69.5	80.0	81.5	10.5	3.5	0.8	35.4	42.75	50.85	19.75	12.36	1.0	46.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M30x90 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M30x90_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M30	30.0	3.5	79.5	90.0	91.75	10.5	3.5	0.8	35.4	42.75	50.85	19.75	12.36	1.0	46.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M30x100 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M30x100_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M30	30.0	3.5	89.5	100.0	101.75	10.5	3.5	0.8	35.4	42.75	50.85	19.75	12.36	1.0	46.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M30x110 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M30x110_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M30	30.0	3.5	99.5	110.0	111.75	10.5	3.5	0.8	35.4	42.75	50.85	19.75	12.36	1.0	46.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M30x120 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M30x120_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M30	30.0	3.5	109.5	120.0	121.75	10.5	3.5	0.8	35.4	42.75	50.85	19.75	12.36	1.0	46.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M30x130 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M30x130_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M30	30.0	3.5	119.5	130.0	132.0	10.5	3.5	0.8	35.4	42.75	50.85	19.75	12.36	1.0	46.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M30x140 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M30x140_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M30	30.0	3.5	129.5	140.0	142.0	10.5	3.5	0.8	35.4	42.75	50.85	19.75	12.36	1.0	46.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M30x150 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M30x150_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M30	30.0	3.5	139.5	150.0	152.0	10.5	3.5	0.8	35.4	42.75	50.85	19.75	12.36	1.0	46.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M30x160 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M30x160_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M30	30.0	3.5	149.5	160.0	164.0	10.5	3.5	0.8	35.4	42.75	50.85	19.75	12.36	1.0	46.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M30x180 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M30x180_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M30	30.0	3.5	169.5	180.0	184.0	10.5	3.5	0.8	35.4	42.75	50.85	19.75	12.36	1.0	46.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M30x200 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M30x200_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M30	30.0	3.5	189.5	200.0	204.6	10.5	3.5	0.8	35.4	42.75	50.85	19.75	12.36	1.0	46.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M30x220 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M30x220_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M30	30.0	3.5	209.5	220.0	224.6	10.5	3.5	0.8	35.4	42.75	50.85	19.75	12.36	1.0	46.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M30x240 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M30x240_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M30	30.0	3.5	229.5	240.0	244.6	10.5	3.5	0.8	35.4	42.75	50.85	19.75	12.36	1.0	46.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M30x260 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M30x260_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M30	30.0	3.5	249.5	260.0	265.2	10.5	3.5	0.8	35.4	42.75	50.85	19.75	12.36	1.0	46.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M30x280 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M30x280_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M30	30.0	3.5	269.5	280.0	285.2	10.5	3.5	0.8	35.4	42.75	50.85	19.75	12.36	1.0	46.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M30x300 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M30x300_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M30	30.0	3.5	289.5	300.0	305.2	10.5	3.5	0.8	35.4	42.75	50.85	19.75	12.36	1.0	46.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M36x70 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M36x70_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M36	36.0	4.0	58.0	70.0	71.5	12.0	4.0	0.8	42.4	51.11	60.79	23.55	15.02	1.0	55.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M36x80 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M36x80_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M36	36.0	4.0	68.0	80.0	81.5	12.0	4.0	0.8	42.4	51.11	60.79	23.55	15.02	1.0	55.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M36x90 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M36x90_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M36	36.0	4.0	78.0	90.0	91.75	12.0	4.0	0.8	42.4	51.11	60.79	23.55	15.02	1.0	55.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M36x100 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M36x100_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M36	36.0	4.0	88.0	100.0	101.75	12.0	4.0	0.8	42.4	51.11	60.79	23.55	15.02	1.0	55.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M36x110 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M36x110_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M36	36.0	4.0	98.0	110.0	111.75	12.0	4.0	0.8	42.4	51.11	60.79	23.55	15.02	1.0	55.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M36x120 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M36x120_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M36	36.0	4.0	108.0	120.0	121.75	12.0	4.0	0.8	42.4	51.11	60.79	23.55	15.02	1.0	55.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M36x130 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M36x130_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M36	36.0	4.0	118.0	130.0	132.0	12.0	4.0	0.8	42.4	51.11	60.79	23.55	15.02	1.0	55.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M36x140 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M36x140_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M36	36.0	4.0	128.0	140.0	142.0	12.0	4.0	0.8	42.4	51.11	60.79	23.55	15.02	1.0	55.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M36x150 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M36x150_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M36	36.0	4.0	138.0	150.0	152.0	12.0	4.0	0.8	42.4	51.11	60.79	23.55	15.02	1.0	55.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M36x160 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M36x160_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M36	36.0	4.0	148.0	160.0	164.0	12.0	4.0	0.8	42.4	51.11	60.79	23.55	15.02	1.0	55.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M36x180 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M36x180_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M36	36.0	4.0	168.0	180.0	184.0	12.0	4.0	0.8	42.4	51.11	60.79	23.55	15.02	1.0	55.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M36x200 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M36x200_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M36	36.0	4.0	188.0	200.0	204.6	12.0	4.0	0.8	42.4	51.11	60.79	23.55	15.02	1.0	55.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M36x220 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M36x220_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M36	36.0	4.0	208.0	220.0	224.6	12.0	4.0	0.8	42.4	51.11	60.79	23.55	15.02	1.0	55.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M36x240 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M36x240_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M36	36.0	4.0	228.0	240.0	244.6	12.0	4.0	0.8	42.4	51.11	60.79	23.55	15.02	1.0	55.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M36x260 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M36x260_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M36	36.0	4.0	248.0	260.0	265.2	12.0	4.0	0.8	42.4	51.11	60.79	23.55	15.02	1.0	55.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M36x280 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M36x280_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M36	36.0	4.0	268.0	280.0	285.2	12.0	4.0	0.8	42.4	51.11	60.79	23.55	15.02	1.0	55.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M36x300 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M36x300_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M36	36.0	4.0	288.0	300.0	305.2	12.0	4.0	0.8	42.4	51.11	60.79	23.55	15.02	1.0	55.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M36x320 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M36x320_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M36	36.0	4.0	308.0	320.0	325.7	12.0	4.0	0.8	42.4	51.11	60.79	23.55	15.02	1.0	55.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M36x340 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M36x340_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M36	36.0	4.0	328.0	340.0	345.7	12.0	4.0	0.8	42.4	51.11	60.79	23.55	15.02	1.0	55.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M36x360 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M36x360_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M36	36.0	4.0	348.0	360.0	365.7	12.0	4.0	0.8	42.4	51.11	60.79	23.55	15.02	1.0	55.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M42x80 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M42x80_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M42	42.0	4.5	66.5	80.0	81.5	13.5	4.5	1.0	48.6	59.95	71.3	27.05	17.47	1.2	65.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M42x90 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M42x90_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M42	42.0	4.5	76.5	90.0	91.75	13.5	4.5	1.0	48.6	59.95	71.3	27.05	17.47	1.2	65.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M42x100 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M42x100_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M42	42.0	4.5	86.5	100.0	101.75	13.5	4.5	1.0	48.6	59.95	71.3	27.05	17.47	1.2	65.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M42x110 STEEL GRADE C HEXAGON HEAD	EN_ISO_4018_M42x110_STEEL_GRADE_C_HEXAGON_HEAD_SCREW	M42	42.0	4.5	96.5	110.0	111.75	13.5	4.5	1.0	48.6	59.95	71.3	27.05	17.47	1.2	65.0	C	St	EN ISO 4018	2000
