PartNumber	PartName	Designation	d_dia(mm)	P_pitch(mm)	threading(mm)	l_length(mm)	l_length_max(mm)	a_max(mm)	a_min(mm)	c_max(mm)	da_max(mm)	dw_min(mm)	e_min(mm)	k_max_head_depth(mm)	kw_head_edge_length(mm)	r_min(mm)	s_nom_across_flats(mm)	Grade	Material	Reference	Edition
EN ISO 4018 SCREW M52x340 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M52x340_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M52	52.0	5.0	325.0	340.0	345.7	15.0	5.0	1.0	62.6	74.2	88.25	34.25	22.23	1.6	80.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M52x360 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M52x360_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M52	52.0	5.0	345.0	360.0	365.7	15.0	5.0	1.0	62.6	74.2	88.25	34.25	22.23	1.6	80.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M52x380 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M52x380_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M52	52.0	5.0	365.0	380.0	385.7	15.0	5.0	1.0	62.6	74.2	88.25	34.25	22.23	1.6	80.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M52x400 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M52x400_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M52	52.0	5.0	385.0	400.0	405.7	15.0	5.0	1.0	62.6	74.2	88.25	34.25	22.23	1.6	80.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M52x420 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M52x420_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M52	52.0	5.0	405.0	420.0	426.3	15.0	5.0	1.0	62.6	74.2	88.25	34.25	22.23	1.6	80.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M52x440 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M52x440_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M52	52.0	5.0	425.0	440.0	446.3	15.0	5.0	1.0	62.6	74.2	88.25	34.25	22.23	1.6	80.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M52x460 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M52x460_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M52	52.0	5.0	445.0	460.0	466.3	15.0	5.0	1.0	62.6	74.2	88.25	34.25	22.23	1.6	80.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M52x480 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M52x480_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M52	52.0	5.0	465.0	480.0	486.3	15.0	5.0	1.0	62.6	74.2	88.25	34.25	22.23	1.6	80.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M52x500 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M52x500_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M52	52.0	5.0	485.0	500.0	506.3	15.0	5.0	1.0	62.6	74.2	88.25	34.25	22.23	1.6	80.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M60x120 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M60x120_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M60	60.0	5.5	103.5	120.0	121.75	16.5	5.5	1.0	71.0	83.41	99.21	39.25	25.73	2.0	90.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M60x130 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M60x130_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M60	60.0	5.5	113.5	130.0	132.0	16.5	5.5	1.0	71.0	83.41	99.21	39.25	25.73	2.0	90.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M60x140 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M60x140_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M60	60.0	5.5	123.5	140.0	142.0	16.5	5.5	1.0	71.0	83.41	99.21	39.25	25.73	2.0	90.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M60x150 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M60x150_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M60	60.0	5.5	133.5	150.0	152.0	16.5	5.5	1.0	71.0	83.41	99.21	39.25	25.73	2.0	90.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M60x160 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M60x160_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M60	60.0	5.5	143.5	160.0	164.0	16.5	5.5	1.0	71.0	83.41	99.21	39.25	25.73	2.0	90.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M60x180 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M60x180_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M60	60.0	5.5	163.5	180.0	184.0	16.5	5.5	1.0	71.0	83.41	99.21	39.25	25.73	2.0	90.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M60x200 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M60x200_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M60	60.0	5.5	183.5	200.0	204.6	16.5	5.5	1.0	71.0	83.41	99.21	39.25	25.73	2.0	90.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M60x220 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M60x220_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M60	60.0	5.5	203.5	220.0	224.6	16.5	5.5	1.0	71.0	83.41	99.21	39.25	25.73	2.0	90.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M60x240 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M60x240_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M60	60.0	5.5	223.5	240.0	244.6	16.5	5.5	1.0	71.0	83.41	99.21	39.25	25.73	2.0	90.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M60x260 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M60x260_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M60	60.0	5.5	243.5	260.0	265.2	16.5	5.5	1.0	71.0	83.41	99.21	39.25	25.73	2.0	90.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M60x280 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M60x280_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M60	60.0	5.5	263.5	280.0	285.2	16.5	5.5	1.0	71.0	83.41	99.21	39.25	25.73	2.0	90.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M60x300 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M60x300_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M60	60.0	5.5	283.5	300.0	305.2	16.5	5.5	1.0	71.0	83.41	99.21	39.25	25.73	2.0	90.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M60x320 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M60x320_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M60	60.0	5.5	303.5	320.0	325.7	16.5	5.5	1.0	71.0	83.41	99.21	39.25	25.73	2.0	90.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M60x340 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M60x340_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M60	60.0	5.5	323.5	340.0	345.7	16.5	5.5	1.0	71.0	83.41	99.21	39.25	25.73	2.0	90.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M60x360 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M60x360_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M60	60.0	5.5	343.5	360.0	365.7	16.5	5.5	1.0	71.0	83.41	99.21	39.25	25.73	2.0	90.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M60x380 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M60x380_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M60	60.0	5.5	363.5	380.0	385.7	16.5	5.5	1.0	71.0	83.41	99.21	39.25	25.73	2.0	90.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M60x400 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M60x400_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M60	60.0	5.5	383.5	400.0	405.7	16.5	5.5	1.0	71.0	83.41	99.21	39.25	25.73	2.0	90.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M60x420 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M60x420_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M60	60.0	5.5	403.5	420.0	426.3	16.5	5.5	1.0	71.0	83.41	99.21	39.25	25.73	2.0	90.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M60x440 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M60x440_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M60	60.0	5.5	423.5	440.0	446.3	16.5	5.5	1.0	71.0	83.41	99.21	39.25	25.73	2.0	90.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M60x460 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M60x460_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M60	60.0	5.5	443.5	460.0	466.3	16.5	5.5	1.0	71.0	83.41	99.21	39.25	25.73	2.0	90.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M60x480 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M60x480_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M60	60.0	5.5	463.5	480.0	486.3	16.5	5.5	1.0	71.0	83.41	99.21	39.25	25.73	2.0	90.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M60x500 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M60x500_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M60	60.0	5.5	483.5	500.0	506.3	16.5	5.5	1.0	71.0	83.41	99.21	39.25	25.73	2.0	90.0	C	St	EN ISO 4018	2000
