PartNumber	PartName	d_pin_dia(mm)	l_pin_length(mm)	dk_head_dia(mm)	c_max(mm)	e(mm)	k_head_depth(mm)	le_min(mm)	r(mm)	dl_hole_dia(mm)	Material	Reference	Edition
ISO 2341 CLEVIS PIN 18x55 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_18x55_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	18.0	55.0	28.0	3.0	1.6	5.0	7.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 18x60 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_18x60_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	18.0	60.0	28.0	3.0	1.6	5.0	7.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 18x65 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_18x65_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	18.0	65.0	28.0	3.0	1.6	5.0	7.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 18x70 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_18x70_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	18.0	70.0	28.0	3.0	1.6	5.0	7.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 18x75 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_18x75_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	18.0	75.0	28.0	3.0	1.6	5.0	7.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 18x80 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_18x80_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	18.0	80.0	28.0	3.0	1.6	5.0	7.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 18x85 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_18x85_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	18.0	85.0	28.0	3.0	1.6	5.0	7.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 18x90 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_18x90_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	18.0	90.0	28.0	3.0	1.6	5.0	7.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 18x95 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_18x95_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	18.0	95.0	28.0	3.0	1.6	5.0	7.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 18x100 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_18x100_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	18.0	100.0	28.0	3.0	1.6	5.0	7.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 18x120 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_18x120_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	18.0	120.0	28.0	3.0	1.6	5.0	7.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 18x140 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_18x140_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	18.0	140.0	28.0	3.0	1.6	5.0	7.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 18x160 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_18x160_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	18.0	160.0	28.0	3.0	1.6	5.0	7.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 18x180 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_18x180_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	18.0	180.0	28.0	3.0	1.6	5.0	7.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 20x40 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_20x40_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	20.0	40.0	30.0	4.0	2.0	5.0	8.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 20x45 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_20x45_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	20.0	45.0	30.0	4.0	2.0	5.0	8.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 20x50 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_20x50_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	20.0	50.0	30.0	4.0	2.0	5.0	8.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 20x55 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_20x55_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	20.0	55.0	30.0	4.0	2.0	5.0	8.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 20x60 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_20x60_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	20.0	60.0	30.0	4.0	2.0	5.0	8.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 20x65 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_20x65_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	20.0	65.0	30.0	4.0	2.0	5.0	8.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 20x70 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_20x70_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	20.0	70.0	30.0	4.0	2.0	5.0	8.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 20x75 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_20x75_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	20.0	75.0	30.0	4.0	2.0	5.0	8.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 20x80 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_20x80_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	20.0	80.0	30.0	4.0	2.0	5.0	8.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 20x85 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_20x85_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	20.0	85.0	30.0	4.0	2.0	5.0	8.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 20x90 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_20x90_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	20.0	90.0	30.0	4.0	2.0	5.0	8.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 20x95 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_20x95_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	20.0	95.0	30.0	4.0	2.0	5.0	8.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 20x100 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_20x100_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	20.0	100.0	30.0	4.0	2.0	5.0	8.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 20x120 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_20x120_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	20.0	120.0	30.0	4.0	2.0	5.0	8.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 20x140 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_20x140_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	20.0	140.0	30.0	4.0	2.0	5.0	8.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 20x160 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_20x160_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	20.0	160.0	30.0	4.0	2.0	5.0	8.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 20x180 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_20x180_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	20.0	180.0	30.0	4.0	2.0	5.0	8.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 20x200 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_20x200_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	20.0	200.0	30.0	4.0	2.0	5.0	8.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 22x45 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_22x45_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	22.0	45.0	33.0	4.0	2.0	5.5	8.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 22x50 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_22x50_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	22.0	50.0	33.0	4.0	2.0	5.5	8.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 22x55 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_22x55_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	22.0	55.0	33.0	4.0	2.0	5.5	8.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 22x60 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_22x60_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	22.0	60.0	33.0	4.0	2.0	5.5	8.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 22x65 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_22x65_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	22.0	65.0	33.0	4.0	2.0	5.5	8.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 22x70 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_22x70_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	22.0	70.0	33.0	4.0	2.0	5.5	8.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 22x75 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_22x75_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	22.0	75.0	33.0	4.0	2.0	5.5	8.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 22x80 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_22x80_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	22.0	80.0	33.0	4.0	2.0	5.5	8.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 22x85 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_22x85_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	22.0	85.0	33.0	4.0	2.0	5.5	8.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 22x90 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_22x90_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	22.0	90.0	33.0	4.0	2.0	5.5	8.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 22x95 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_22x95_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	22.0	95.0	33.0	4.0	2.0	5.5	8.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 22x100 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_22x100_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	22.0	100.0	33.0	4.0	2.0	5.5	8.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 22x120 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_22x120_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	22.0	120.0	33.0	4.0	2.0	5.5	8.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 22x140 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_22x140_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	22.0	140.0	33.0	4.0	2.0	5.5	8.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 22x160 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_22x160_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	22.0	160.0	33.0	4.0	2.0	5.5	8.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 22x180 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_22x180_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	22.0	180.0	33.0	4.0	2.0	5.5	8.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 22x200 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_22x200_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	22.0	200.0	33.0	4.0	2.0	5.5	8.0	1.0	5.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 24x50 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_24x50_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	24.0	50.0	36.0	4.0	2.0	6.0	9.0	1.0	6.3	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 24x55 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_24x55_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	24.0	55.0	36.0	4.0	2.0	6.0	9.0	1.0	6.3	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 24x60 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_24x60_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	24.0	60.0	36.0	4.0	2.0	6.0	9.0	1.0	6.3	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 24x65 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_24x65_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	24.0	65.0	36.0	4.0	2.0	6.0	9.0	1.0	6.3	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 24x70 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_24x70_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	24.0	70.0	36.0	4.0	2.0	6.0	9.0	1.0	6.3	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 24x75 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_24x75_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	24.0	75.0	36.0	4.0	2.0	6.0	9.0	1.0	6.3	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 24x80 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_24x80_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	24.0	80.0	36.0	4.0	2.0	6.0	9.0	1.0	6.3	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 24x85 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_24x85_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	24.0	85.0	36.0	4.0	2.0	6.0	9.0	1.0	6.3	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 24x90 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_24x90_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	24.0	90.0	36.0	4.0	2.0	6.0	9.0	1.0	6.3	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 24x95 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_24x95_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	24.0	95.0	36.0	4.0	2.0	6.0	9.0	1.0	6.3	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 24x100 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_24x100_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	24.0	100.0	36.0	4.0	2.0	6.0	9.0	1.0	6.3	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 24x120 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_24x120_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	24.0	120.0	36.0	4.0	2.0	6.0	9.0	1.0	6.3	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 24x140 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_24x140_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	24.0	140.0	36.0	4.0	2.0	6.0	9.0	1.0	6.3	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 24x160 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_24x160_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	24.0	160.0	36.0	4.0	2.0	6.0	9.0	1.0	6.3	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 24x180 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_24x180_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	24.0	180.0	36.0	4.0	2.0	6.0	9.0	1.0	6.3	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 24x200 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_24x200_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	24.0	200.0	36.0	4.0	2.0	6.0	9.0	1.0	6.3	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 27x55 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_27x55_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	27.0	55.0	40.0	4.0	2.0	6.0	9.0	1.0	6.3	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 27x60 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_27x60_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	27.0	60.0	40.0	4.0	2.0	6.0	9.0	1.0	6.3	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 27x65 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_27x65_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	27.0	65.0	40.0	4.0	2.0	6.0	9.0	1.0	6.3	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 27x70 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_27x70_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	27.0	70.0	40.0	4.0	2.0	6.0	9.0	1.0	6.3	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 27x75 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_27x75_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	27.0	75.0	40.0	4.0	2.0	6.0	9.0	1.0	6.3	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 27x80 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_27x80_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	27.0	80.0	40.0	4.0	2.0	6.0	9.0	1.0	6.3	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 27x85 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_27x85_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	27.0	85.0	40.0	4.0	2.0	6.0	9.0	1.0	6.3	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 27x90 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_27x90_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	27.0	90.0	40.0	4.0	2.0	6.0	9.0	1.0	6.3	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 27x95 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_27x95_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	27.0	95.0	40.0	4.0	2.0	6.0	9.0	1.0	6.3	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 27x100 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_27x100_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	27.0	100.0	40.0	4.0	2.0	6.0	9.0	1.0	6.3	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 27x120 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_27x120_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	27.0	120.0	40.0	4.0	2.0	6.0	9.0	1.0	6.3	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 27x140 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_27x140_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	27.0	140.0	40.0	4.0	2.0	6.0	9.0	1.0	6.3	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 27x160 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_27x160_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	27.0	160.0	40.0	4.0	2.0	6.0	9.0	1.0	6.3	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 27x180 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_27x180_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	27.0	180.0	40.0	4.0	2.0	6.0	9.0	1.0	6.3	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 27x200 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_27x200_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	27.0	200.0	40.0	4.0	2.0	6.0	9.0	1.0	6.3	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 30x60 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_30x60_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	30.0	60.0	44.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 30x65 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_30x65_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	30.0	65.0	44.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 30x70 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_30x70_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	30.0	70.0	44.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 30x75 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_30x75_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	30.0	75.0	44.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
ISO 2341 CLEVIS PIN 30x80 STEEL WITH HEAD TYPE B WITH SPLIT PIN HOLE	ISO_2341_30x80_STEEL_WITH_HEAD_TYPE_B_WITH_SPLIT_PIN_HOLE_CLEVIS_PIN	30.0	80.0	44.0	4.0	2.0	8.0	10.0	1.0	8.0	St	ISO 2341	1986
